		AUROC	∆DMS
7263	7342	0.84102565	0.2390888883693939
7264	7343	0.8428571	0.2398879135732345
7265	7344	0.8428571	0.2398879135732345
7266	7345	0.8428571	0.2398879135732345
7267	7346	0.8526786	0.2390888883693939
7268	7347	0.8597285	0.2390888883693939
7269	7348	0.85784316	0.2382898631655533
7270	7349	0.8449198	0.2323930409183243
7271	7350	0.84313726	0.2264962186710952
7272	7351	0.85561496	0.2323930409183243
7273	7352	0.85561496	0.2323930409183243
7274	7353	0.85561496	0.2323930409183243
7275	7354	0.85561496	0.2323930409183243
7276	7355	0.8636364	0.2264962186710952
7277	7356	0.8636364	0.2264962186710952
7278	7357	0.8636364	0.2264962186710952
7279	7358	0.8240741	0.2205581113279991
7280	7359	0.8080808	0.2146200039849031
7281	7360	0.8080808	0.2146200039849031
7282	7361	0.80748665	0.2134597848511714
7283	7362	0.80748665	0.2134597848511714
7284	7363	0.80748665	0.2134597848511714
7285	7364	0.80748665	0.2134597848511714
7286	7365	0.79545456	0.2264962186710952
7287	7366	0.8068182	0.2264962186710952
7288	7367	0.8181818	0.2134597848511714
7289	7368	0.8181818	0.2134597848511714
7290	7369	0.8088235	0.2264962186710952
7291	7370	0.8101852	0.2331920661221649
7292	7371	0.79901963	0.2398879135732345
7293	7372	0.79901963	0.2398879135732345
7294	7373	0.8055556	0.2331920661221649
7295	7374	0.8076923	0.2264962186710952
7296	7375	0.8076923	0.2264962186710952
7297	7376	0.7941176	0.2034505067967249
7298	7377	0.7941176	0.2034505067967249
7299	7378	0.7941176	0.2034505067967249
7300	7379	0.77828056	0.2019369289139862
7301	7380	0.78431374	0.2004233510312475
7302	7381	0.7828283	0.1747786099897785
7303	7382	0.75119615	0.1740016340186854
7304	7383	0.79425836	0.1703067698396971
7305	7384	0.7962963	0.1703067698396971
7306	7385	0.7991453	0.167388881631802
7307	7386	0.7991453	0.167388881631802
7308	7387	0.7824074	0.156156622893654
7309	7388	0.7777778	0.1449243641555059
7310	7389	0.7631579	0.1449243641555059
7311	7390	0.735	0.1446148005451705
7312	7391	0.7590909	0.1443052369348352
7313	7392	0.77916664	0.1446148005451705
7314	7393	0.77916664	0.1446148005451705
7315	7394	0.79615384	0.1449243641555059
7316	7395	0.79615384	0.1449243641555059
7317	7396	0.79615384	0.1449243641555059
7318	7397	0.79615384	0.1449243641555059
7319	7398	0.83082706	0.167388881631802
7320	7399	0.8666667	0.1449243641555059
7321	7400	0.8666667	0.1449243641555059
7322	7401	0.875	0.1621614108827275
7323	7402	0.875	0.1621614108827275
7324	7403	0.8455882	0.1598496594222181
7325	7404	0.8455882	0.1598496594222181
7326	7405	0.8455882	0.1598496594222181
7327	7406	0.8455882	0.1598496594222181
7328	7407	0.8455882	0.1598496594222181
7329	7408	0.8455882	0.1598496594222181
7330	7409	0.8088235	0.1621614108827275
7331	7410	0.81640625	0.1610055351524728
7332	7411	0.8272059	0.1621614108827275
7333	7412	0.8298611	0.1647751462572648
7334	7413	0.82222223	0.1621614108827275
7335	7414	0.8293651	0.1610055351524728
7336	7415	0.8162393	0.1621614108827275
7337	7416	0.8293651	0.1610055351524728
7338	7417	0.8296296	0.1598496594222181
7339	7418	0.8298611	0.152387011788862
7340	7419	0.8298611	0.152387011788862
7341	7420	0.8541667	0.152387011788862
7342	7421	0.8541667	0.152387011788862
7343	7422	0.8541667	0.152387011788862
7344	7423	0.8512111	0.152387011788862
7345	7424	0.8512111	0.152387011788862
7346	7425	0.8512111	0.152387011788862
7347	7426	0.8419118	0.1598496594222181
7348	7427	0.83137256	0.1610055351524728
7349	7428	0.83455884	0.1598496594222181
7350	7429	0.8442907	0.1571272377414848
7351	7430	0.8455882	0.1598496594222181
7352	7431	0.8472222	0.1571272377414848
7353	7432	0.8552632	0.1544048160607515
7354	7433	0.8552632	0.1544048160607515
7355	7434	0.8552632	0.1544048160607515
7356	7435	0.8472222	0.1571272377414848
7357	7436	0.8472222	0.1571272377414848
7358	7437	0.8366013	0.1544048160607515
7359	7438	0.8680556	0.1571272377414848
7360	7439	0.8680556	0.1571272377414848
7361	7440	0.875	0.1544048160607515
7362	7441	0.875	0.1544048160607515
7363	7442	0.875	0.1544048160607515
7364	7443	0.875	0.1544048160607515
7365	7444	0.88125	0.1496645901081287
7366	7445	0.88125	0.1496645901081287
7367	7446	0.875	0.1544048160607515
7368	7447	0.8680556	0.1496645901081287
7369	7448	0.87171054	0.1544048160607515
7370	7449	0.88666666	0.1544048160607515
7371	7450	0.8933333	0.1449243641555059
7372	7451	0.8625	0.1442802361481849
7373	7452	0.8625	0.1442802361481849
7374	7453	0.8618421	0.143636108140864
7375	7454	0.86315787	0.1442802361481849
7376	7455	0.87	0.143636108140864
7377	7456	0.875	0.1304752747149033
7378	7457	0.875	0.1304752747149033
7379	7458	0.875	0.1304752747149033
7380	7459	0.875	0.1304752747149033
7381	7460	0.86734694	0.1173144412889427
7382	7461	0.8566667	0.1173144412889427
7383	7462	0.8736842	0.1304752747149033
7384	7463	0.8666667	0.1173144412889427
7385	7464	0.86507934	0.1152871650448691
7386	7465	0.86752135	0.1173144412889427
7387	7466	0.86752135	0.1173144412889427
7388	7467	0.86752135	0.1173144412889427
7389	7468	0.8769841	0.1304752747149033
7390	7469	0.8865546	0.1173144412889427
7391	7470	0.8907563	0.1173144412889427
7392	7471	0.87606835	0.1173144412889427
7393	7472	0.8657407	0.1152871650448691
7394	7473	0.8657407	0.1152871650448691
7395	7474	0.85353535	0.1132598888007956
7396	7475	0.85353535	0.1132598888007956
7397	7476	0.85353535	0.1132598888007956
7398	7477	0.85353535	0.1132598888007956
7399	7478	0.8473684	0.1132598888007956
7400	7479	0.8388889	0.1173144412889427
7401	7480	0.8388889	0.1173144412889427
7402	7481	0.81875	0.1152871650448691
7403	7482	0.8035714	0.1132598888007956
7404	7483	0.85714287	0.1132598888007956
7405	7484	0.85714287	0.1132598888007956
7406	7485	0.8447205	0.1152871650448691
7407	7486	0.8452381	0.1173144412889427
7408	7487	0.8645833	0.1304752747149033
7409	7488	0.8796296	0.143636108140864
7410	7489	0.8937198	0.1304752747149033
7411	7490	0.8937198	0.1304752747149033
7412	7491	0.8804348	0.1173144412889427
7413	7492	0.863354	0.1152871650448691
7414	7493	0.8804348	0.1173144412889427
7415	7494	0.8804348	0.1173144412889427
7416	7495	0.8804348	0.1173144412889427
7417	7496	0.8804348	0.1173144412889427
7418	7497	0.8806818	0.1304752747149033
7419	7498	0.88095236	0.143636108140864
7420	7499	0.88095236	0.143636108140864
7421	7500	0.8639456	0.1304752747149033
7422	7501	0.8639456	0.1304752747149033
7423	7502	0.8639456	0.1304752747149033
7424	7503	0.88435376	0.1152871650448691
7425	7504	0.8896104	0.1132598888007956
7426	7505	0.89440995	0.1152871650448691
7427	7506	0.79891306	0.1173144412889427
7428	7507	0.7777778	0.1304752747149033
7429	7508	0.7874396	0.1152871650448691
7430	7509	0.7828283	0.1132598888007956
7431	7510	0.7828283	0.1132598888007956
7432	7511	0.8095238	0.1173144412889427
7433	7512	0.8181818	0.1518554457167847
7434	7513	0.8181818	0.1518554457167847
7435	7514	0.8333333	0.1645084853851559
7436	7515	0.8333333	0.1645084853851559
7437	7516	0.84615386	0.1771615250535271
7438	7517	0.8541667	0.1823106435282229
7439	7518	0.8576923	0.1771615250535271
7440	7519	0.86071426	0.1645084853851559
7441	7520	0.8491228	0.1645084853851559
7442	7521	0.84210527	0.1518554457167847
7443	7522	0.84210527	0.1364329755994064
7444	7523	0.8479532	0.1210105054820282
7445	7524	0.8425926	0.1364329755994064
7446	7525	0.83040935	0.1210105054820282
7447	7526	0.83040935	0.1210105054820282
7448	7527	0.83040935	0.1210105054820282
7449	7528	0.84117645	0.1210105054820282
7450	7529	0.834375	0.1191624733854854
7451	7530	0.83492064	0.1364329755994064
7452	7531	0.83809525	0.1645084853851559
7453	7532	0.83809525	0.1645084853851559
7454	7533	0.83809525	0.1645084853851559
7455	7534	0.83809525	0.1645084853851559
7456	7535	0.83441556	0.1645084853851559
7457	7536	0.82608694	0.1667181342273984
7458	7537	0.8173913	0.1719398296404627
7459	7538	0.8179348	0.1667181342273984
7460	7539	0.82608694	0.1615939871184048
7461	7540	0.84782606	0.1667181342273984
7462	7541	0.8532609	0.1667181342273984
7463	7542	0.8532609	0.1667181342273984
7464	7543	0.8532609	0.1667181342273984
7465	7544	0.8532609	0.1667181342273984
7466	7545	0.8532609	0.1667181342273984
7467	7546	0.8532609	0.1667181342273984
7468	7547	0.84244794	0.1719398296404627
7469	7548	0.84244794	0.1719398296404627
7470	7549	0.84244794	0.1719398296404627
7471	7550	0.8541667	0.1771615250535271
7472	7551	0.86755955	0.1823106435282229
7473	7552	0.86755955	0.1823106435282229
7474	7553	0.86755955	0.1823106435282229
7475	7554	0.86755955	0.1823106435282229
7476	7555	0.86755955	0.1823106435282229
7477	7556	0.87285715	0.1874597620029186
7478	7557	0.87285715	0.1874597620029186
7479	7558	0.8713018	0.1874597620029186
7480	7559	0.86882716	0.1874597620029186
7481	7560	0.86882716	0.1874597620029186
7482	7561	0.86882716	0.1874597620029186
7483	7562	0.8939394	0.190444355582907
7484	7563	0.89107144	0.190444355582907
7485	7564	0.8948276	0.1874597620029186
7486	7565	0.91762453	0.190444355582907
7487	7566	0.92241377	0.1934289491628953
7488	7567	0.91964287	0.190444355582907
7489	7568	0.9166667	0.1874597620029186
7490	7569	0.9218107	0.1849987769487565
7491	7570	0.9218107	0.1849987769487565
7492	7571	0.9218107	0.1849987769487565
7493	7572	0.9218107	0.1849987769487565
7494	7573	0.9115385	0.1746279630609964
7495	7574	0.9115385	0.1746279630609964
7496	7575	0.8916084	0.1667181342273984
7497	7576	0.88076925	0.1746279630609964
7498	7577	0.88076925	0.1746279630609964
7499	7578	0.8851852	0.1667181342273984
7500	7579	0.8851852	0.1667181342273984
7501	7580	0.88928574	0.1615939871184048
7502	7581	0.8603896	0.1564698400094112
7503	7582	0.8603896	0.1564698400094112
7504	7583	0.85	0.1615939871184048
7505	7584	0.8373016	0.1667181342273984
7506	7585	0.8174603	0.1564698400094112
7507	7586	0.8477366	0.1419771998705958
7508	7587	0.86752135	0.1274845597317805
7509	7588	0.85096157	0.1419771998705958
7510	7589	0.8418803	0.1274845597317805
7511	7590	0.8477366	0.1419771998705958
7512	7591	0.8477366	0.1320789218281277
7513	7592	0.8418803	0.1274845597317805
7514	7593	0.8418803	0.1274845597317805
7515	7594	0.8418803	0.1274845597317805
7516	7595	0.8418803	0.1274845597317805
7517	7596	0.83555555	0.1249302614552085
7518	7597	0.83555555	0.1249302614552085
7519	7598	0.8333333	0.1274845597317805
7520	7599	0.8309179	0.1320789218281277
7521	7600	0.85507244	0.1320789218281277
7522	7601	0.85507244	0.1465715619669431
7523	7602	0.8599034	0.1465715619669431
7524	7603	0.8647343	0.1465715619669431
7525	7604	0.8565217	0.1564698400094112
7526	7605	0.8863636	0.1615939871184048
7527	7606	0.88842976	0.1564698400094112
7528	7607	0.89772725	0.1465715619669431
7529	7608	0.89772725	0.1465715619669431
7530	7609	0.8695652	0.1564698400094112
7531	7610	0.84782606	0.136673283924475
7532	7611	0.8695652	0.136673283924475
7533	7612	0.8695652	0.136673283924475
7534	7613	0.8695652	0.136673283924475
7535	7614	0.8695652	0.136673283924475
7536	7615	0.8636364	0.1465715619669431
7537	7616	0.8864469	0.1360107636069929
7538	7617	0.8901099	0.1360107636069929
7539	7618	0.8888889	0.1353482432895108
7540	7619	0.8787879	0.1360107636069929
7541	7620	0.8787879	0.1360107636069929
7542	7621	0.8727273	0.136673283924475
7543	7622	0.8727273	0.136673283924475
7544	7623	0.8727273	0.136673283924475
7545	7624	0.8727273	0.136673283924475
7546	7625	0.87083334	0.1596055379095347
7547	7626	0.8769841	0.1825377918945944
7548	7627	0.90833336	0.1596055379095347
7549	7628	0.9035088	0.136673283924475
7550	7629	0.9035088	0.136673283924475
7551	7630	0.9035088	0.136673283924475
7552	7631	0.9035088	0.136673283924475
7553	7632	0.9068826	0.1360107636069929
7554	7633	0.9068826	0.1360107636069929
7555	7634	0.9097744	0.136673283924475
7556	7635	0.89824563	0.1394600710346981
7557	7636	0.8888889	0.1360107636069929
7558	7637	0.8888889	0.1360107636069929
7559	7638	0.88235295	0.1353482432895108
7560	7639	0.85294116	0.1353482432895108
7561	7640	0.85294116	0.1353482432895108
7562	7641	0.85294116	0.1353482432895108
7563	7642	0.85294116	0.1353482432895108
7564	7643	0.84313726	0.1314164015106456
7565	7644	0.84313726	0.1314164015106456
7566	7645	0.84313726	0.1314164015106456
7567	7646	0.84313726	0.1314164015106456
7568	7647	0.84313726	0.1314164015106456
7569	7648	0.84313726	0.1314164015106456
7570	7649	0.8392157	0.1314164015106456
7571	7650	0.8392157	0.1314164015106456
7572	7651	0.8392157	0.1314164015106456
7573	7652	0.8492647	0.1353482432895108
7574	7653	0.85294116	0.136673283924475
7575	7654	0.8368056	0.1394600710346981
7576	7655	0.84074074	0.1422468581449212
7577	7656	0.84074074	0.1422468581449212
7578	7657	0.84074074	0.1422468581449212
7579	7658	0.82592595	0.1791644757814033
7580	7659	0.82592595	0.1791644757814033
7581	7660	0.8156863	0.2157134185697693
7582	7661	0.8117647	0.2157134185697693
7583	7662	0.8117647	0.2157134185697693
7584	7663	0.8117647	0.2157134185697693
7585	7664	0.8117647	0.2157134185697693
7586	7665	0.81960785	0.2207225299674423
7587	7666	0.81960785	0.2207225299674423
7588	7667	0.81960785	0.2207225299674423
7589	7668	0.8308824	0.2519221823075471
7590	7669	0.8455882	0.2519221823075471
7591	7670	0.83984375	0.250845849857852
7592	7671	0.82916665	0.2519221823075471
7593	7672	0.82916665	0.2519221823075471
7594	7673	0.82916665	0.2519221823075471
7595	7674	0.8333333	0.2519221823075471
7596	7675	0.8333333	0.2519221823075471
7597	7676	0.84375	0.2520922718328413
7598	7677	0.84375	0.2520922718328413
7599	7678	0.85294116	0.2522623613581354
7600	7679	0.85294116	0.2522623613581354
7601	7680	0.85294116	0.2522623613581354
7602	7681	0.8703704	0.2519221823075471
7603	7682	0.8611111	0.2520922718328413
7604	7683	0.8632479	0.2522623613581354
7605	7684	0.87782806	0.2520922718328413
7606	7685	0.87782806	0.2520922718328413
7607	7686	0.88235295	0.2520922718328413
7608	7687	0.88235295	0.2520922718328413
7609	7688	0.8842593	0.250845849857852
7610	7689	0.9191919	0.2497695174081568
7611	7690	0.93434346	0.2497695174081568
7612	7691	0.94949496	0.2497695174081568
7613	7692	0.9490741	0.250845849857852
7614	7693	0.9490741	0.250845849857852
7615	7694	0.9490741	0.250845849857852
7616	7695	0.9490741	0.250845849857852
7617	7696	0.9460784	0.2519221823075471
7618	7697	0.92788464	0.2519221823075471
7619	7698	0.9151786	0.2520922718328413
7620	7699	0.90833336	0.2522623613581354
7621	7700	0.90234375	0.2520922718328413
7622	7701	0.90234375	0.2520922718328413
7623	7702	0.9044118	0.2522623613581354
7624	7703	0.8958333	0.2520922718328413
7625	7704	0.9013158	0.2519221823075471
7626	7705	0.9	0.2497695174081568
7627	7706	0.9	0.2497695174081568
7628	7707	0.9	0.2497695174081568
7629	7708	0.8920635	0.2358952509314691
7630	7709	0.8727273	0.2220209844547813
7631	7710	0.8666667	0.2358952509314691
7632	7711	0.8666667	0.2358952509314691
7633	7712	0.8660714	0.250845849857852
7634	7713	0.87142855	0.2497695174081568
7635	7714	0.8646154	0.250845849857852
7636	7715	0.8942308	0.2358952509314691
7637	7716	0.9124579	0.2358952509314691
7638	7717	0.9124579	0.2358952509314691
7639	7718	0.9124579	0.2358952509314691
7640	7719	0.956229	0.2056018415157653
7641	7720	0.95987654	0.1891826985767493
7642	7721	0.92022794	0.187281200246501
7643	7722	0.9259259	0.1891826985767493
7644	7723	0.9259259	0.1891826985767493
7645	7724	0.9230769	0.187281200246501
7646	7725	0.9232804	0.1853797019162526
7647	7726	0.9232804	0.1853797019162526
7648	7727	0.9232804	0.1853797019162526
7649	7728	0.9260204	0.182272088848828
7650	7729	0.9230769	0.1853797019162526
7651	7730	0.9230769	0.1853797019162526
7652	7731	0.92572945	0.182272088848828
7653	7732	0.928382	0.182272088848828
7654	7733	0.9230769	0.182272088848828
7655	7734	0.92582417	0.1853797019162526
7656	7735	0.928382	0.1749141849887199
7657	7736	0.928382	0.1749141849887199
7658	7737	0.928382	0.1749141849887199
7659	7738	0.9313187	0.1644486680611872
7660	7739	0.9313187	0.1644486680611872
7661	7740	0.93368703	0.1600316690472475
7662	7741	0.95689654	0.1644486680611872
7663	7742	0.9583333	0.1749141849887199
7664	7743	0.9583333	0.1749141849887199
7665	7744	0.9583333	0.1749141849887199
7666	7745	0.95454544	0.1644486680611872
7667	7746	0.95454544	0.1644486680611872
7668	7747	0.95454544	0.1644486680611872
7669	7748	0.9	0.1556146700333078
7670	7749	0.89354837	0.1519796183901012
7671	7750	0.9032258	0.1442050702586931
7672	7751	0.9032258	0.1442050702586931
7673	7752	0.9032258	0.1442050702586931
7674	7753	0.9032258	0.1442050702586931
7675	7754	0.90833336	0.1358829269179328
7676	7755	0.9153846	0.1353353317085805
7677	7756	0.9124668	0.1304384924030942
7678	7757	0.9102564	0.1255416530976077
7679	7758	0.9137931	0.1174778666561648
7680	7759	0.9137931	0.1174778666561648
7681	7760	0.90716183	0.11714592632872
7682	7761	0.89942527	0.1174778666561648
7683	7762	0.89942527	0.1174778666561648
7684	7763	0.89942527	0.1174778666561648
7685	7764	0.9027778	0.1215097598768863
7686	7765	0.90591395	0.1255416530976077
7687	7766	0.89772725	0.1255416530976077
7688	7767	0.8875	0.1304384924030942
7689	7768	0.8875	0.1304384924030942
7690	7769	0.86647725	0.1255416530976077
7691	7770	0.8817204	0.1174778666561648
7692	7771	0.87777776	0.11714592632872
7693	7772	0.88859415	0.1146897484561566
7694	7773	0.88859415	0.1146897484561566
7695	7774	0.88859415	0.1146897484561566
7696	7775	0.88859415	0.1146897484561566
7697	7776	0.8965517	0.1125655109110379
7698	7777	0.9071429	0.1125655109110379
7699	7778	0.9111111	0.1104402252034601
7700	7779	0.9153846	0.1083149394958823
7701	7780	0.92	0.1082495686637267
7702	7781	0.92	0.1082495686637267
7703	7782	0.9140625	0.0988040920451715
7704	7783	0.9211956	0.1081841978315711
7705	7784	0.90641713	0.1083149394958823
7706	7785	0.9010695	0.1083149394958823
7707	7786	0.8957219	0.1083149394958823
7708	7787	0.8957219	0.1083149394958823
7709	7788	0.9021164	0.1083149394958823
7710	7789	0.9138889	0.1082495686637267
7711	7790	0.92690057	0.1081841978315711
7712	7791	0.92690057	0.1081841978315711
7713	7792	0.9259259	0.0988040920451715
7714	7793	0.9256966	0.1082495686637267
7715	7794	0.9147059	0.1083149394958823
7716	7795	0.9147059	0.1083149394958823
7717	7796	0.9147059	0.1174778666561648
7718	7797	0.91944444	0.1215097598768863
7719	7798	0.91944444	0.1215097598768863
7720	7799	0.9141274	0.1309860876124464
7721	7800	0.9138889	0.1309860876124464
7722	7801	0.92941177	0.136430522127285
7723	7802	0.925	0.1309860876124464
7724	7803	0.9166667	0.136430522127285
7725	7804	0.9166667	0.136430522127285
7726	7805	0.921875	0.1460225960802964
7727	7806	0.9255952	0.1556146700333078
7728	7807	0.92156863	0.1460225960802964
7729	7808	0.9222222	0.1580194329834552
7730	7809	0.9222222	0.1580194329834552
7731	7810	0.9263158	0.1556146700333078
7732	7811	0.9263158	0.1556146700333078
7733	7812	0.9259259	0.136430522127285
7734	7813	0.93557423	0.1309860876124464
7735	7814	0.93557423	0.1309860876124464
7736	7815	0.9159664	0.1215097598768863
7737	7816	0.9159664	0.1215097598768863
7738	7817	0.87700534	0.1255416530976077
7739	7818	0.87700534	0.1255416530976077
7740	7819	0.8670077	0.1215097598768863
7741	7820	0.86413044	0.1174778666561648
7742	7821	0.859375	0.1128310322438679
7743	7822	0.85555553	0.1081841978315711
7744	7823	0.856	0.0984959868108723
7745	7824	0.86153847	0.0888077757901736
7746	7825	0.86153847	0.0888077757901736
7747	7826	0.86153847	0.0888077757901736
7748	7827	0.86153847	0.0888077757901736
7749	7828	0.8746667	0.0877163539093278
7750	7829	0.8685714	0.0888077757901736
7751	7830	0.8630952	0.0984959868108723
7752	7831	0.8630952	0.0984959868108723
7753	7832	0.85833335	0.1081841978315711
7754	7833	0.8645833	0.1128310322438679
7755	7834	0.86445016	0.1389510312948838
7756	7835	0.85828876	0.1604241959336027
7757	7836	0.85828876	0.1604241959336027
7758	7837	0.87967914	0.1652228926619797
7759	7838	0.8739496	0.1746858466916038
7760	7839	0.87700534	0.1841488007212279
7761	7840	0.87212276	0.1746858466916038
7762	7841	0.877451	0.1841488007212279
7763	7842	0.88235295	0.1746858466916038
7764	7843	0.85555553	0.1841488007212279
7765	7844	0.83111113	0.1652228926619797
7766	7845	0.8235294	0.1628235442977912
7767	7846	0.8175	0.1652228926619797
7768	7847	0.82211536	0.1628235442977912
7769	7848	0.815	0.1652228926619797
7770	7849	0.8275	0.1652228926619797
7771	7850	0.8203125	0.1746858466916038
7772	7851	0.82843137	0.1841488007212279
7773	7852	0.82097185	0.1896707796031039
7774	7853	0.80917877	0.1841488007212279
7775	7854	0.79405034	0.1746858466916038
7776	7855	0.79405034	0.1746858466916038
7777	7856	0.79318184	0.1896707796031039
7778	7857	0.79318184	0.1896707796031039
7779	7858	0.8021739	0.1841488007212279
7780	7859	0.81041664	0.1746858466916038
7781	7860	0.7956349	0.1652228926619797
7782	7861	0.7956349	0.1652228926619797
7783	7862	0.8055556	0.1652228926619797
7784	7863	0.81333333	0.1690502585073151
7785	7864	0.83047616	0.1690502585073151
7786	7865	0.834	0.1652228926619797
7787	7866	0.83157897	0.1648498282524592
7788	7867	0.83157897	0.1648498282524592
7789	7868	0.8377193	0.1644767638429386
7790	7869	0.84583336	0.1624504798882707
7791	7870	0.85119045	0.1604241959336027
7792	7871	0.85119045	0.1604241959336027
7793	7872	0.85119045	0.1604241959336027
7794	7873	0.8467909	0.159789116761131
7795	7874	0.86542445	0.1589014090120278
7796	7875	0.85625	0.148315114745532
7797	7876	0.85087717	0.1379814490556679
7798	7877	0.85087717	0.1379814490556679
7799	7878	0.85087717	0.1379814490556679
7800	7879	0.8449074	0.136217190471323
7801	7880	0.8447059	0.136217190471323
7802	7881	0.8055556	0.1344529318869782
7803	7882	0.8055556	0.1344529318869782
7804	7883	0.80352944	0.1295408471118143
7805	7884	0.80352944	0.1295408471118143
7806	7885	0.80352944	0.1295408471118143
7807	7886	0.79882354	0.1295408471118143
7808	7887	0.80759805	0.1344529318869782
7809	7888	0.8031401	0.1344529318869782
7810	7889	0.8031401	0.1344529318869782
7811	7890	0.79671717	0.136217190471323
7812	7891	0.79232806	0.1379814490556679
7813	7892	0.7847222	0.148315114745532
7814	7893	0.7847222	0.148315114745532
7815	7894	0.7847222	0.148315114745532
7816	7895	0.79264706	0.1586487804353962
7817	7896	0.78291315	0.148315114745532
7818	7897	0.81911767	0.1379814490556679
7819	7898	0.81911767	0.1379814490556679
7820	7899	0.8405573	0.148315114745532
7821	7900	0.8405573	0.148315114745532
7822	7901	0.8657407	0.1589014090120278
7823	7902	0.872807	0.1591540375886593
7824	7903	0.8897059	0.1644767638429386
7825	7904	0.8828125	0.1686771940977945
7826	7905	0.8867647	0.1644767638429386
7827	7906	0.8902778	0.1686771940977945
7828	7907	0.8558201	0.1728776243526505
7829	7908	0.8472222	0.1810170857105918
7830	7909	0.8369565	0.1891565470685332
7831	7910	0.8369565	0.1891565470685332
7832	7911	0.8369565	0.1891565470685332
7833	7912	0.8320707	0.1810170857105918
7834	7913	0.8240741	0.1728776243526505
7835	7914	0.80921054	0.1644767638429386
7836	7915	0.79573935	0.1686771940977945
7837	7916	0.79573935	0.1686771940977945
7838	7917	0.79573935	0.1686771940977945
7839	7918	0.8011905	0.1728776243526505
7840	7919	0.8132832	0.1686771940977945
7841	7920	0.82581455	0.1810170857105918
7842	7921	0.83583957	0.1810170857105918
7843	7922	0.83201057	0.1891565470685332
7844	7923	0.83289474	0.1891565470685332
7845	7924	0.8296399	0.1899447809390929
7846	7925	0.8296399	0.1899447809390929
7847	7926	0.80921054	0.1907330148096525
7848	7927	0.8118421	0.1951927584849799
7849	7928	0.82080203	0.1929628866473162
7850	7929	0.8225	0.19705763039509
7851	7930	0.8309524	0.1989225023052
7852	7931	0.8225	0.20234263379334
7853	7932	0.8	0.1989225023052
7854	7933	0.8014354	0.1989225023052
7855	7934	0.80050504	0.20234263379334
7856	7935	0.794686	0.2057627652814799
7857	7936	0.78516626	0.20234263379334
7858	7937	0.77540106	0.1989225023052
7859	7938	0.77807486	0.2057627652814799
7860	7939	0.77310926	0.2127902401835215
7861	7940	0.77678573	0.219817715085563
7862	7941	0.77678573	0.219817715085563
7863	7942	0.765625	0.2307897407980685
7864	7943	0.75986844	0.2417617665105739
7865	7944	0.76797384	0.219817715085563
7866	7945	0.7808642	0.2307897407980685
7867	7946	0.7808642	0.2307897407980685
7868	7947	0.7923977	0.2417617665105739
7869	7948	0.80277777	0.2568308675387765
7870	7949	0.79444444	0.2752133968481325
7871	7950	0.7836257	0.2785268251292861
7872	7951	0.7836257	0.2785268251292861
7873	7952	0.78116345	0.2752133968481325
7874	7953	0.77894735	0.2718999685669789
7875	7954	0.7783933	0.2752133968481325
7876	7955	0.7783933	0.2752133968481325
7877	7956	0.7783933	0.2752133968481325
7878	7957	0.76608187	0.2718999685669789
7879	7958	0.7700831	0.2718450272303631
7880	7959	0.7700831	0.2718450272303631
7881	7960	0.7631579	0.2718999685669789
7882	7961	0.80246913	0.2752133968481325
7883	7962	0.80246913	0.2752133968481325
7884	7963	0.80246913	0.2752133968481325
7885	7964	0.8128655	0.2718999685669789
7886	7965	0.82222223	0.2718450272303631
7887	7966	0.8277778	0.2718450272303631
7888	7967	0.83597887	0.2718999685669789
7889	7968	0.8236842	0.2718999685669789
7890	7969	0.8236842	0.2718999685669789
7891	7970	0.8320802	0.2752133968481325
7892	7971	0.8320802	0.2752133968481325
7893	7972	0.82857144	0.2718999685669789
7894	7973	0.8344671	0.2752133968481325
7895	7974	0.8344671	0.2752133968481325
7896	7975	0.8344671	0.2752133968481325
7897	7976	0.8404762	0.2785268251292861
7898	7977	0.8404762	0.2785268251292861
7899	7978	0.8367347	0.2752133968481325
7900	7979	0.8398268	0.2718999685669789
7901	7980	0.8398268	0.2718999685669789
7902	7981	0.8369565	0.2717900858937472
7903	7982	0.8283753	0.2631931124975518
7904	7983	0.8287037	0.255127217839734
7905	7984	0.8287037	0.255127217839734
7906	7985	0.8287037	0.255127217839734
7907	7986	0.8310185	0.2481789528059651
7908	7987	0.875	0.2417617665105739
7909	7988	0.9036458	0.2408736339955997
7910	7989	0.93866664	0.2312972033457608
7911	7990	0.9410256	0.2226089052108962
7912	7991	0.9410256	0.2226089052108962
7913	7992	0.9410256	0.2226089052108962
7914	7993	0.94471157	0.2212133101482296
7915	7994	0.945	0.2226089052108962
7916	7995	0.97866666	0.2212133101482296
7917	7996	0.97866666	0.2212133101482296
7918	7997	0.9771429	0.219817715085563
7919	7998	0.9771429	0.219817715085563
7920	7999	0.9771429	0.219817715085563
7921	8000	0.97619045	0.2127902401835215
7922	8001	0.97619045	0.20234263379334
7923	8002	0.97619045	0.20234263379334
7924	8003	0.9751553	0.1989225023052
7925	8004	0.9751553	0.1989225023052
7926	8005	0.9751553	0.1989225023052
7927	8006	0.9805195	0.2042251010953058
7928	8007	0.97959185	0.1858412969797154
7929	8008	0.9785714	0.2042251010953058
7930	8009	0.97692305	0.1858412969797154
7931	8010	0.97619045	0.1493564956049062
7932	8011	0.97619045	0.1493564956049062
7933	8012	0.984127	0.1493564956049062
7934	8013	0.98333335	0.1675988962923108
7935	8014	0.98333335	0.1675988962923108
7936	8015	0.98245615	0.1493564956049062
