	Lan-Huh7	Lan-Vero	Lan-Vero-1	Lan-Vero-2	Manfredonia-vitro	Manfredonia	Huston	Sun	Sun-vitro
22804		0.02517	0.02767	0.04156	0.869	0.491	0.112467	1.0	0.418
22805		0.03358	0.04078	0.05015	1.296	2.007	0.159451	0.494	0.098
22806		0.00866	0.01412	0.01327	0.244	0.165	-0.080166	0.014	0.087
22807						0.0	-0.042579	0.001	0.009
22808						0.136	0.018793	0.004	0.011
22809						0.117	-0.074293	0.0	0.0
22810		0.00469	0.00695	0.00728	0.143	0.07	0.007635	0.0	0.0
22811		0.02035	0.02744	0.02859	0.714	0.027	-0.045515	0.004	0.002
22812		0.03556	0.04276	0.04849	1.956	0.345	0.145943	0.01	0.01
22813						0.11	-0.035238	0.024	0.05
22814		0.00954	0.01182	0.01239	0.299	0.0	0.126856	0.001	0.003
22815						0.153	-0.121277	0.0	0.006
22816						0.132	0.337696	0.008	0.009
22817						0.0	0.295117	0.004	0.0
22818		0.01462	0.01934	0.01818	0.147	0.068	-0.05873	0.0	0.0
22819						0.0	-0.287775	0.0	0.0
22820						0.545	-0.129793	0.0	0.0
22821		0.00631	0.00599	0.00927	0.327	0.117	0.101309	0.0	0.0
22822						0.566	-0.099547	0.003	0.063
22823						1.405	0.414631	0.234	0.387
22824		0.02224	0.02322	0.02546	0.919	1.368	0.626352	0.364	0.035
22825						1.017	1.456789	0.187	0.004
22826		0.01612	0.01372	0.01924	0.291	0.675	-0.080166	0.104	0.001
22827		0.01617	0.01528	0.01989	0.226	0.009	0.152403	0.017	0.005
22828						0.0	0.737644	0.001	0.001
22829						0.2	2.945586	0.019	0.006
22830		0.01868	0.01602	0.01696	0.137	0.058	-0.063134	0.082	0.003
22831						0.376	7.806052	0.101	0.019
22832		0.01311	0.011	0.01183	0.161	0.103	0.088094	0.043	0.277
22833		0.02307	0.01704	0.02283	0.314	1.126	0.115404	0.041	0.665
22834		0.01571	0.01139	0.01603	0.413	1.198	-0.204379	0.004	0.41
22835						0.05	-0.217006	0.003	0.041
22836						0.0	-0.137134	0.012	0.053
22837		0.01477	0.01328	0.01071	0.156	0.149	0.05638	0.0	0.002
22838		0.01599	0.01427	0.0115	0.126	0.077	0.236681	0.0	0.0
22839		0.02847	0.01242	0.0329	0.152	0.101	-0.07488	0.0	0.006
22840		0.04407	0.0305	0.04029	0.671	0.303	0.078991	0.181	0.038
22841						0.826	1.531963	0.276	0.163
22842		0.04897	0.0368	0.04633	0.834	1.158	0.030246	0.107	0.117
22843						0.682	1.248886	0.019	0.005
22844						0.116	-0.295997	0.0	0.01
22845		0.00838	0.00724	0.00776	0.203	0.06	-0.103071	0.0	0.018
22846						0.141	0.02496	0.0	0.029
22847						0.0	0.641915	0.025	0.096
22848						0.0	0.648082	0.035	0.204
22849						1.037	1.45767	0.29	0.652
22850		0.04217	0.03718	0.0478	1.026	1.327	0.040523	0.58	0.594
22851		0.01732	0.01293	0.01937	0.143	0.0	0.00323	0.072	0.207
22852		0.01365	0.01261	0.01435	0.173	0.0	0.027309	0.003	0.012
22853						0.067	-0.014389	0.0	0.0
22854						0.097	0.41375	0.0	0.007
22855		0.01207	0.01223	0.01255	0.091	0.08	-0.077817	0.0	0.0
22856						0.144	0.292474	0.0	0.0
22857						0.173	0.739994	0.017	0.001
22858		0.08879	0.08314	0.10082	1.443	0.139	1.496432	0.102	0.0
22859						0.458	2.786722	0.853	0.409
22860						0.409	2.430527	0.907	0.778
22861						0.655	5.572857	1.0	0.749
22862		0.04231	0.03296	0.0505	0.784	0.932	0.150642	0.551	0.202
22863						0.05	5.234868	0.981	0.725
22864	0.00709	0.00994	0.00706	0.01168	0.276	1.617	0.065484	0.0	0.004
22865						0.122	0.020262	0.0	0.002
22866	0.00229	0.01258	0.01365	0.01369	0.153	0.076	-0.027016	0.0	0.0
22867						0.0	0.480115	0.0	0.0
22868						0.0	-0.033182	0.0	0.0
22869						0.188	-0.026135	0.0	0.0
22870						0.0	-0.128912	0.005	0.001
22871	0.00856	0.00822	0.00884	0.01062	0.19	0.0	-0.039643	0.054	0.027
22872	0.00877	0.01141	0.01238	0.01415	0.324	0.193	0.011746	0.004	0.001
22873						0.077	0.332997	0.056	0.14
22874						0.268	0.33241	0.031	0.182
22875	0.00523	0.01277	0.01196	0.01787	0.149	0.123	-0.197625	0.096	0.226
22876						0.034	1.206601	0.184	0.283
22877	0.04408	0.0386	0.04001	0.04824	1.05	0.006	0.163562	0.666	1.0
22878	0.03474	0.03401	0.03231	0.03983	0.914	0.678	-0.155046	0.473	0.904
22879	0.0036	0.01079	0.01139	0.01377	0.088	0.018	-0.000881	0.088	0.159
22880	0.00277	0.00683	0.00607	0.00879	0.128	0.0	-0.024373	0.015	0.044
22881	0.00235	0.00576	0.00739	0.00823	0.134	0.0	-0.016738	0.013	0.072
22882						0.0	0.097785	0.004	0.026
22883	0.00255	0.00938	0.01083	0.01487	0.138	0.0	-0.103658	0.045	0.065
22884						0.407	0.199974	0.035	0.104
22885						0.506	0.500964	0.061	0.266
22886						0.09	0.910603	0.218	1.0
22887	0.05797	0.04217	0.04487	0.05524	1.095	0.774	1.082094	0.903	1.0
22888						0.926	1.789493	1.0	0.535
22889						0.873	3.171108	0.682	0.376
22890	0.03444	0.04184	0.0401	0.04864	0.614	0.174	0.508012	0.664	0.143
22891						0.297	6.104654	1.0	0.473
22892	0.00586	0.01058	0.01247	0.01259	0.197	0.0	0.188229	0.066	0.018
22893	0.00518	0.00835	0.00911	0.01068	0.38	0.046	0.139483	0.005	0.009
22894						0.056	0.003524	0.022	0.021
22895						0.0	-0.012333	0.013	0.013
22896						0.0	-0.068126	0.008	0.033
22897						0.125	0.072531	0.001	0.008
22898						0.0	-0.002056	0.006	0.002
22899						0.401	0.130967	0.0	0.066
22900						0.246	0.387322	0.033	0.005
22901						0.0	-0.110999	0.007	0.009
22902						0.266	0.184411	0.0	0.0
22903						0.013	-0.137427	0.0	0.0
22904	0.00248	0.00302	0.00261	0.00442	0.069	0.024	0.087801	0.011	0.021
22905	0.00367	0.00693	0.00664	0.00818	0.124	0.123	-0.138602	0.002	0.009
22906						0.175	0.062841	0.039	0.036
22907						0.219	6.640268	0.612	0.137
22908	0.02163	0.01936	0.01567	0.0219	0.186	0.079	0.159745	0.506	0.026
22909						0.166	0.436655	0.143	0.079
22910	0.02201	0.02141	0.02132	0.02035	0.115	0.25	-0.037881	0.273	0.18
22911	0.02527	0.02478	0.02099	0.02575	0.15	0.077	0.351497	0.277	0.178
22912						0.11	1.201609	0.724	0.186
22913						0.0	1.968324	0.909	0.57
22914	0.07023	0.06113	0.0452	0.06005	0.709	0.592	-0.001175	0.51	0.774
22915	0.01239	0.03016	0.02349	0.02747	0.576	0.132	0.101602	0.048	0.027
22916	0.00352	0.023	0.0107	0.02814	0.112	0.229	-0.048746	0.0	0.0
22917						0.0	0.586416	0.068	0.057
22918						0.062	0.036119	0.145	0.209
22919						0.169	3.326448	0.706	0.971
22920	0.0047	0.0153	0.01213	0.01425	0.136	0.053	0.023786	0.141	0.207
22921						0.025	0.111586	0.485	0.184
22922	0.00827	0.02003	0.01463	0.01972	0.702	0.385	-0.221411	0.469	0.254
22923						0.176	-0.217006	0.092	0.17
22924	0.00399	0.01202	0.00927	0.0122	0.144	0.0	-0.045222	0.0	0.0
22925						0.0	0.14565	0.0	0.0
22926						0.27	1.185164	0.291	0.079
22927						0.702	0.432544	0.216	0.092
22928						0.539	0.738232	0.302	0.202
22929						0.03	0.678915	0.563	0.718
22930						0.0	2.602898	0.745	0.441
22931	0.03247	0.03492	0.02928	0.03975	0.176	0.154	0.055206	0.85	0.508
22932						0.107	0.056674	0.004	0.017
22933						0.0	0.177657	0.0	0.0
22934	0.00417	0.00856	0.00923	0.00768	0.167	0.176	0.077817	0.0	0.0
22935	0.0062	0.01306	0.01198	0.0137	0.29	0.288	-0.012627	0.0	0.0
22936						0.0	0.101602	0.0	0.0
22937						0.0	0.110999	0.0	0.0
22938	0.00337	0.01616	0.01139	0.01876	0.359	0.143	-0.037	0.035	0.06
22939						0.0	0.508305	0.069	0.291
22940	0.03235	0.02992	0.02275	0.03331	0.59	0.157	0.120396	0.36	0.456
22941	0.03792	0.0366	0.02779	0.04234	0.719	0.876	-0.017913	0.47	0.236
22942						0.209	0.238736	0.004	0.002
22943	0.00206	0.01311	0.01143	0.01507	0.241	0.051	-0.164737	0.029	0.002
22944						0.004	0.212308	0.005	0.078
22945	0.00182	0.02011	0.01055	0.03026	0.269	0.208	-0.258998	0.021	0.083
22946	0.00319	0.00673	0.00865	0.00664	0.195	0.391	0.110999	0.015	0.225
22947	0.01202	0.01002	0.00836	0.01275	0.398	0.93	0.034357	0.097	0.261
22948	0.06151	0.04317	0.0346	0.05085	0.952	1.807	0.212308	0.037	0.003
22949	0.05653	0.0499	0.04143	0.05893	0.74	1.203	0.607265	0.486	0.113
22950	0.03516	0.04448	0.03487	0.0544	0.835	0.897	0.322426	0.302	0.011
22951						0.275	1.104998	0.386	0.075
22952						0.716	1.793897	0.218	0.064
22953						0.123	0.410227	0.037	0.035
22954						1.046	0.082222	0.004	0.012
22955						0.097	-0.2358	0.001	0.01
22956	0.00377	0.00702	0.00858	0.01076	0.236	0.125	0.025254	0.001	0.01
22957						0.005	-0.135372	0.0	0.0
22958	0.01062	0.00868	0.01127	0.01424	0.356	0.0	-0.072825	0.0	0.0
22959						0.0	0.011452	0.002	0.014
22960	0.00988	0.01233	0.01339	0.0169	0.43	0.13	0.009984	0.012	0.003
22961						0.0	-0.019087	0.0	0.001
22962	0.00627	0.007	0.00708	0.00995	0.369	0.114	-0.023198	0.02	0.023
22963						0.342	0.036412	0.063	0.11
22964	0.02656	0.01434	0.01053	0.02251	0.334	1.443	0.991063	0.243	0.321
22965						0.573	0.468369	0.033	0.083
22966						0.187	0.151816	0.039	0.209
22967						0.094	0.058142	0.004	0.048
22968	0.00466	0.01953	0.01489	0.02162	0.357	0.537	-0.029658	0.016	0.04
22969	0.03058	0.03078	0.02447	0.03475	0.714	0.103	0.160919	0.111	0.081
22970	0.03386	0.03369	0.02525	0.03714	0.687	0.0	-0.022611	0.037	0.102
22971	0.03292	0.03581	0.0292	0.03902	0.447	0.0	0.461028	0.024	0.092
22972						0.255	1.341679	0.125	0.262
22973						0.45	2.847507	0.059	0.14
22974	0.02061	0.01638	0.01438	0.01957	0.336	0.152	0.08046	0.09	0.501
22975	0.0117	0.01335	0.01102	0.01488	0.375	0.065	-0.014682	0.033	0.091
22976	0.00628	0.00865	0.00722	0.00966	0.385	0.231	0.09661	0.009	0.038
22977						0.168	-0.026722	0.004	0.008
22978	0.00215	0.0141	0.00945	0.01592	0.0	0.0	-0.160038	0.006	0.018
22979						0.169	0.089563	0.044	0.07
22980	0.00416	0.01915	0.01193	0.02042	0.007	0.537	0.04992	0.117	0.044
22981						0.013	0.089563	0.005	0.012
22982	0.00562	0.01875	0.01113	0.02299	0.039	0.079	-0.137134	0.027	0.028
22983	0.00794	0.01529	0.01294	0.01717	0.288	0.0	-0.063134	0.003	0.016
22984						0.067	0.013214	0.043	0.045
22985						0.2	0.554995	0.059	0.014
22986	0.02863	0.03262	0.03009	0.03427	0.064	0.016	-0.026135	0.023	0.019
22987	0.03683	0.0455	0.03005	0.05303	0.198	0.192	0.719732	0.036	0.033
22988						0.155	1.799183	0.227	0.153
22989						0.182	1.077689	0.192	0.229
22990						0.182	1.29264	0.329	0.284
22991	0.02793	0.03374	0.02725	0.03259	0.052	0.228	-0.002349	0.176	0.264
22992						0.24	1.649716	0.125	0.259
22993	0.03864	0.03962	0.03147	0.03706	0.041	0.225	-0.096023	0.245	0.281
22994	0.04938	0.04713	0.03503	0.04511	0.074	0.134	0.020849	0.029	0.073
22995	0.01706	0.01807	0.01279	0.01982	0.032	0.021	0.09984	0.339	0.205
22996	0.02393	0.01581	0.01025	0.01602	0.154	0.058	0.020262	0.109	0.204
22997	0.0217	0.01899	0.01567	0.01794	0.052	0.112	-0.062841	0.037	0.015
22998	0.0114	0.02684	0.01299	0.032	0.233	0.038	0.06519	0.0	0.017
22999						0.176	2.889205	0.312	0.279
23000						0.113	2.840753	1.0	0.541
23001						0.338	0.605796	1.0	1.0
23002						0.249	1.287354	0.684	1.0
23003		0.02128	0.01812	0.02126	0.889	0.272	0.075468	0.994	1.0
23004		0.01958	0.01621	0.01888	0.653	1.182	-0.080753	0.202	0.189
23005						0.704	1.311433	0.165	0.042
23006						0.016	0.116578	0.004	0.034
23007						0.223	0.051388	0.001	0.011
23008						0.208	0.623122	0.0	0.006
23009						0.214	0.632518	0.0	0.0
23010						0.016	0.547067	0.262	0.036
23011						0.045	1.618883	0.395	0.035
23012						0.219	0.488043	0.552	0.036
23013		0.02804	0.02817	0.02606	0.666	0.09	-0.013801	0.317	0.058
23014		0.02461	0.01959	0.02559	0.746	0.311	0.206728	0.04	0.013
23015						0.182	0.827794	0.054	0.036
23016						0.0	0.135959	0.0	0.036
23017						0.045	0.348267	0.004	0.063
23018						0.0	1.123792	0.135	0.055
23019						0.088	0.964928	0.45	0.215
23020						0.0	3.109442	0.294	0.065
23021		0.00813	0.00748	0.00983	0.242	0.513	0.02496	0.69	0.085
23022		0.02389	0.02021	0.02737	0.761	0.268	0.43548	0.241	0.056
23023						0.174	1.653533	0.142	0.071
23024						0.118	2.375615	0.528	0.075
23025						0.143	0.726486	0.28	0.026
23026						0.052	0.401124	0.413	0.059
23027						0.084	1.360766	0.411	0.19
23028		0.01941	0.01733	0.02327	0.48	0.097	-0.339751	0.237	0.205
23029		0.0418	0.04296	0.05223	0.453	0.103	0.143007	0.241	0.101
23030						0.147	0.559106	0.548	0.106
23031						0.18	0.489512	0.479	0.157
23032						0.27	0.977849	0.105	0.05
23033		0.02122	0.02597	0.02706	0.054	0.03	-0.041111	0.0	0.0
23034		0.02776	0.02537	0.04037	0.082	0.136	0.352672	0.046	0.006
23035						0.055	2.338028	0.301	0.157
23036						0.0	1.844111	0.605	0.097
23037						0.0	2.275187	0.833	0.244
23038		0.01804	0.02002	0.0277	0.107	0.266	0.004698	0.369	0.057
23039		0.02961	0.02921	0.04471	0.09	0.271	0.719438	0.508	0.217
23040	0.03052	0.01732	0.0222	0.02369	0.051	0.179	-0.062253	0.584	0.028
23041	0.02716	0.022	0.02183	0.02451	0.584	0.134	-0.03465	0.11	0.0
23042						0.266	0.290712	0.0	0.0
23043	0.02869	0.02812	0.02327	0.03193	0.077	0.0	0.409933	0.997	0.424
23044	0.03618	0.03595	0.03099	0.03932	0.146	0.0	0.316846	1.0	0.827
23045						0.203	1.097657	0.599	0.855
23046	0.036	0.02901	0.0239	0.03545	0.145	0.949	0.039643	0.331	0.913
23047						0.851	0.15857	0.0	0.011
23048						0.041	-0.132729	0.0	0.001
23049						0.0	-0.066365	0.0	0.0
23050						0.0	0.031714	0.0	0.002
23051						0.0	-0.083102	0.003	0.346
23052						0.0	-0.005579	0.006	0.362
23053	0.00101	0.0099	0.00923	0.01121	0.059	0.049	-0.002643	0.002	0.041
23054	0.00106	0.01862	0.01024	0.02644	0.015	0.036	-0.188229	0.024	0.092
23055	0.00167	0.00551	0.00432	0.00794	0.015	0.009	-0.008809	0.01	0.041
23056	0.00328	0.00627	0.00538	0.00802	0.016	0.032	-0.00323	0.0	0.001
23057	0.00167	0.00828	0.0071	0.01004	0.0	0.038	-0.046103	0.0	0.002
23058	0.00111	0.01009	0.00711	0.01336	0.129	0.023	0.121864	0.0	0.0
23059	0.00105	0.03311	0.01306	0.05035	0.109	0.02	-0.240204	0.047	0.046
23060	0.06001	0.06816	0.06092	0.06824	0.953	0.356	0.033476	0.018	0.02
23061	0.08936	0.1017	0.07985	0.09973	1.619	0.423	0.550297	0.715	0.411
23062						1.538	6.10759	0.735	0.622
23063	0.03195	0.02669	0.02429	0.02223	0.715	0.35	-0.048452	1.0	0.516
23064	0.03278	0.03154	0.0239	0.02936	1.102	1.289	0.167086	0.585	0.415
23065						0.526	3.00549	0.112	0.092
23066						0.058	-0.025254	0.0	0.0
23067						0.0	-0.009103	0.0	0.0
23068						0.619	3.143505	0.02	0.448
23069						0.0	0.150935	0.0	0.028
23070						0.329	0.286894	0.0	0.0
23071						0.045	-0.059904	0.0	0.0
23072						0.0	-0.083396	0.0	0.0
23073						0.043	0.033476	0.0	0.0
23074						0.064	0.102777	0.001	0.274
23075						0.0	0.111293	0.023	0.755
23076	0.0032	0.01052	0.00973	0.00824	0.151	0.012	0.099253	0.0	0.994
23077	0.00258	0.01653	0.01397	0.01447	0.169	0.097	0.127737	0.001	0.479
23078	0.00245	0.02464	0.01346	0.02697	0.225	0.007	-0.076055	0.06	0.829
23079	0.00874	0.01337	0.00659	0.01279	0.305	0.05	-0.007048	0.909	0.942
23080	0.03789	0.04821	0.0317	0.03951	1.101	0.327	-0.007929	0.245	0.247
23081	0.06432	0.08219	0.05014	0.07369	1.271	0.013	0.042873	0.046	0.07
23082	0.04407	0.06703	0.03964	0.06254	0.84	0.0	0.087214	0.48	0.39
23083	0.03557	0.04171	0.02544	0.0314	0.349	0.0	-0.008516	0.842	0.135
23084						0.333	0.76143	0.712	0.385
23085	0.02638	0.02357	0.01607	0.02276	0.219	0.814	-0.138602	0.25	0.04
23086	0.04205	0.05011	0.04217	0.04644	0.328	0.225	1.51082	0.554	0.183
23087	0.03339	0.03319	0.02582	0.02993	0.336	0.184	0.203498	0.232	0.064
23088						0.846	0.327711	0.194	0.046
23089	0.03815	0.03955	0.03452	0.03674	0.782	0.074	-0.075761	0.223	0.037
23090						0.185	0.132435	0.097	0.008
23091						0.302	0.575844	0.067	0.03
23092	0.00951	0.01863	0.01516	0.01761	0.399	0.012	0.123039	0.051	0.04
23093						0.025	0.899445	0.103	0.228
23094						0.192	1.200728	0.108	0.254
23095	0.01495	0.02042	0.0195	0.02154	0.458	0.0	0.071944	0.072	0.104
23096						0.041	1.131427	0.103	0.071
23097						0.0	0.432838	0.075	0.262
23098	0.01971	0.01567	0.01426	0.01537	0.472	0.322	-0.019968	0.049	0.305
23099	0.02152	0.0306	0.02314	0.03472	0.457	0.297	-0.002056	0.04	0.107
23100						0.0	0.44752	0.044	0.078
23101						0.263	0.863326	0.085	0.134
23102						0.468	0.914421	0.09	0.161
23103	0.03146	0.02933	0.02833	0.03813	0.388	0.173	0.826326	0.096	0.094
23104						0.168	0.330942	0.179	0.131
23105						0.454	1.107935	0.224	0.196
23106						0.129	1.912531	0.113	0.405
23107						0.068	2.767635	0.116	0.236
23108						0.237	1.013967	0.171	0.45
23109	0.03129	0.02468	0.02457	0.03085	0.634	0.269	-0.016738	0.162	0.974
23110	0.01956	0.01814	0.01462	0.02279	0.466	0.132	-0.001762	0.03	0.258
23111	0.02633	0.0242	0.0252	0.03208	0.509	0.412	0.062547	0.031	0.093
23112						0.136	0.411108	0.064	0.206
23113						0.132	0.071944	0.026	0.055
23114	0.00775	0.01322	0.01393	0.02031	0.195	0.157	0.173252	0.073	0.076
23115						0.2	0.321545	0.148	0.317
23116	0.01276	0.01371	0.01364	0.02113	0.577	0.099	0.053444	0.029	0.06
23117	0.01998	0.02194	0.02512	0.02969	0.454	0.0	0.322719	0.302	0.428
23118	0.02873	0.01489	0.01741	0.02663	0.606	0.204	-0.240792	0.095	0.368
23119						0.117	1.279132	0.152	0.848
23120						0.234	-0.062841	0.072	0.25
23121	0.01605	0.0193	0.02138	0.02547	0.365	0.054	0.079579	0.127	0.241
23122	0.01738	0.01284	0.0169	0.01593	0.423	0.172	0.061666	0.092	0.179
23123	0.03348	0.02805	0.02612	0.03681	0.48	0.252	0.101602	0.0	0.003
23124	0.01426	0.02708	0.01667	0.04453	0.331	0.032	0.520932	0.0	0.016
23125	0.02366	0.01859	0.01973	0.02055	0.331	0.411	0.009984	0.453	0.793
23126						0.31	0.816342	0.322	0.377
23127	0.0353	0.03113	0.03357	0.03751	0.258	0.0	0.789033	0.575	0.404
23128	0.03462	0.02874	0.03335	0.03488	0.483	0.13	-0.032595	0.676	1.0
23129	0.03235	0.0246	0.02578	0.02908	0.598	0.133	-0.001175	0.069	0.0
23130	0.03872	0.02492	0.02292	0.03203	0.323	0.205	0.298934	0.001	0.053
23131						0.158	0.510948	0.234	0.379
23132						0.1	0.199387	0.314	0.029
23133						0.279	0.236387	0.166	0.097
23134						0.271	0.900619	0.569	0.968
23135						0.138	1.198085	0.532	0.941
23136						0.0	0.654542	0.016	0.312
23137						0.028	0.134785	0.016	0.207
23138						0.0	-0.086626	0.01	0.168
23139						0.154	-0.120689	0.01	0.282
23140	0.00514	0.01075	0.01226	0.01123	0.365	0.426	-0.010571	0.0	0.0
23141	0.01869	0.0172	0.02592	0.02555	0.174	0.01	-0.017325	0.0	0.004
23142	0.00855	0.03089	0.02161	0.03981	0.118	0.11	0.342981	0.0	0.0
23143						0.0	2.572946	0.907	0.416
23144	0.01031	0.01064	0.00975	0.01048	0.206	0.085	1.267973	0.91	0.274
23145	0.03265	0.02995	0.02263	0.0306	0.702	0.034	-0.044047	0.79	0.933
23146	0.03604	0.03477	0.02515	0.03357	0.778	0.056	-0.01204	1.0	0.859
23147	0.04318	0.03285	0.0187	0.03716	0.771	0.062	0.112174	0.338	0.254
23148	0.05855	0.04825	0.03551	0.05492	1.603	0.569	0.055793	0.209	0.012
23149						0.265	-0.021436	0.003	0.038
23150						0.16	-0.072531	0.001	0.0
23151	0.00196	0.01249	0.00914	0.01368	0.127	0.0	-0.041404	0.0	0.0
23152						0.0	0.077817	0.0	0.0
23153	0.00285	0.0121	0.01844	0.01807	0.213	0.186	-0.120689	0.0	0.023
23154	0.00339	0.01258	0.00939	0.01223	0.152	0.062	0.158864	0.142	0.017
23155						0.263	2.313361	0.516	0.173
23156	0.02334	0.02084	0.01292	0.02135	0.397	0.531	-0.048452	0.997	0.448
23157	0.02383	0.01754	0.01337	0.0174	0.322	1.324	0.382917	0.25	0.121
23158						0.321	0.524162	0.408	0.547
23159						0.01	2.403511	0.25	0.143
23160						0.879	2.505994	0.12	0.099
23161						0.391	1.391012	0.498	0.029
23162						0.363	0.995761	0.128	0.007
23163						0.346	0.260172	0.277	0.123
23164						0.601	-0.411401	0.68	0.086
23165	0.00751	0.00623	0.00506	0.00537	0.187	0.0	0.236093	0.46	0.065
23166	0.02361	0.02663	0.02178	0.02106	0.584	0.276	0.039349	1.0	0.227
23167	0.01632	0.01886	0.01307	0.01572	0.416	0.069	0.08692	0.315	0.195
23168	0.02976	0.03347	0.02158	0.03165	0.455	0.0	0.085158	0.142	0.31
23169	0.01803	0.02341	0.01732	0.01968	0.91	0.819	-0.016444	0.02	0.098
23170	0.00869	0.0156	0.01306	0.01397	0.268	0.282	0.107475	0.184	0.175
23171	0.00507	0.00911	0.00467	0.00928	0.176	0.081	0.010865	0.079	0.098
23172	0.01533	0.01857	0.01533	0.01739	0.404	0.362	-0.008222	0.08	0.209
23173	0.01094	0.01279	0.01103	0.01157	0.363	0.575	0.120983	0.034	0.08
23174						0.107	0.331823	0.0	0.039
23175						0.165	-0.003817	0.0	0.031
23176						0.077	0.048158	0.0	0.048
23177						0.0	-0.070476	0.012	0.053
23178						0.0	-0.095142	0.0	0.019
23179	0.00509	0.01393	0.01016	0.01656	0.213	0.002	-0.116578	0.029	0.042
23180	0.03455	0.0268	0.02279	0.03056	0.399	0.047	0.02173	0.651	0.269
23181	0.0426	0.03915	0.0365	0.04304	0.631	0.123	0.130673	0.16	0.174
23182						0.059	0.065484	0.141	0.353
23183						0.308	0.247839	0.161	0.739
23184						0.618	0.760549	0.06	0.425
23185	0.03378	0.03817	0.03797	0.04913	0.835	0.321	0.096317	0.151	0.325
23186	0.00983	0.01033	0.01292	0.01237	0.391	0.123	-0.002643	0.044	0.22
23187	0.01072	0.01335	0.01393	0.01566	0.559	0.063	-0.519464	0.004	0.04
23188	0.01182	0.01584	0.01953	0.01498	0.321	0.002	0.004111	0.01	0.028
23189						0.724	0.818691	0.279	0.261
23190						0.841	1.430948	0.512	0.879
23191	0.04855	0.0535	0.05099	0.0653	1.216	1.039	1.351076	0.888	0.619
23192	0.04354	0.03527	0.04042	0.04204	0.693	0.524	0.198213	1.0	1.0
23193	0.03765	0.02894	0.02601	0.03613	0.694	1.703	-0.04023	0.386	1.0
23194						0.342	5.005235	0.236	0.491
23195						0.08	0.530329	0.086	0.097
23196						0.432	-0.077817	0.018	0.046
23197						0.0	0.237561	0.061	0.094
23198						0.097	-0.341219	0.138	0.324
23199						0.257	0.693891	0.299	0.612
23200		0.01323	0.01572	0.01888	0.665	0.506	0.074587	0.254	1.0
23201		0.0136	0.01492	0.01855	0.773	0.592	0.254887	0.087	0.297
23202		0.07313	0.09618	0.0935	1.338	0.617	0.214657	0.34	0.603
23203		0.02831	0.03276	0.03821	0.726	0.734	0.017325	0.118	0.191
23204						0.151	-0.106301	0.001	0.035
23205						0.0	0.436655	0.0	0.014
23206		0.0125	0.01564	0.01798	0.166	0.07	-0.012921	0.277	0.18
23207		0.00895	0.01321	0.00869	0.331	0.072	-0.012921	0.0	0.0
23208		0.01115	0.01243	0.01546	0.253	0.016	-0.01204	0.0	0.0
23209		0.01039	0.01119	0.01442	0.301	0.149	0.132142	0.0	0.008
23210						0.27	0.054619	0.065	0.047
23211						0.219	0.14007	0.021	0.022
23212						0.149	-0.126562	0.022	0.009
23213						0.176	-0.00646	0.0	0.0
23214						0.086	0.047277	0.045	0.052
23215						0.547	1.640907	0.254	0.069
23216		0.04141	0.03972	0.05454	0.48	0.41	-0.072825	0.397	0.217
23217						0.223	0.898857	0.962	0.124
23218						0.397	1.264743	0.515	0.181
23219		0.0412	0.04113	0.04875	0.867	1.091	0.035825	0.372	0.209
23220		0.04585	0.04439	0.05491	0.25	0.487	2.105752	0.451	0.131
23221						0.0	0.436949	0.005	0.15
23222						0.159	0.650431	0.17	0.507
23223		0.01489	0.01594	0.01616	0.263	0.088	-0.007048	0.145	0.325
23224						0.406	-0.026135	0.0	0.006
23225						0.0	0.116285	0.0	0.006
23226		0.01645	0.01483	0.01894	0.125	0.124	-0.199681	0.006	0.001
23227						0.148	4.737134	1.0	0.116
23228		0.02086	0.0181	0.0223	0.514	0.22	0.06842	0.541	0.213
23229		0.02501	0.02365	0.02473	0.483	0.284	0.101015	0.108	0.09
23230		0.0399	0.03117	0.04153	0.466	0.584	0.436361	0.531	0.338
23231		0.00847	0.00596	0.00768	0.218	0.443	1.30556	0.239	0.061
23232		0.02315	0.01571	0.0222	0.619	0.457	0.060198	0.354	0.132
23233		0.02969	0.02154	0.02737	0.604	0.136	0.104539	0.752	0.066
23234		0.03093	0.02251	0.02921	0.883	0.148	-0.037	0.627	0.195
23235		0.03669	0.02586	0.03607	1.161	1.192	0.013801	0.428	0.072
23236						0.019	0.045809	0.003	0.004
23237						0.0	0.09984	0.006	0.019
23238						0.042	0.020262	0.036	0.047
23239						0.0	-0.044047	0.006	0.017
23240		0.0114	0.0076	0.0131	0.057	0.034	-0.180006	0.0	0.006
23241						0.0	-0.097198	0.0	0.0
23242						0.086	-0.002056	0.0	0.0
23243		0.01223	0.01	0.01254	0.119	0.0	-0.07165	0.0	0.012
23244		0.01569	0.00887	0.02005	0.091	0.112	-0.08046	0.016	0.075
23245						0.324	0.381449	0.143	0.187
23246						0.607	0.466607	0.206	0.343
23247						1.514	0.697708	0.123	0.39
23248		0.05223	0.04135	0.04745	0.802	0.337	0.279847	0.082	0.056
23249		0.05374	0.03526	0.06104	0.768	0.353	1.589224	0.784	1.0
23250		0.04622	0.03478	0.03575	0.842	0.425	0.071063	1.0	1.0
23251		0.04615	0.02883	0.03712	1.04	0.503	0.067245	0.192	0.294
23252		0.09729	0.07274	0.08851	1.751	0.333	1.272965	0.674	0.466
