	Lan-Huh7	Lan-Vero	Lan-Vero-1	Lan-Vero-2	Manfredonia-vitro	Manfredonia	Huston	Sun	Sun-vitro
7825						0.0	-0.09984	0.016	0.012
7826						0.068	0.226109	0.0	0.006
7827						0.0	-0.003524	0.0	0.009
7828						0.0	0.036412	0.0	0.055
7829						0.633	0.23022	0.0	0.05
7830						0.057	0.132729	0.021	0.299
7831						0.351	0.628701	0.087	0.224
7832		0.02205	0.01804	0.03095	0.538	0.703	-0.000587	0.135	0.33
7833		0.03215	0.03138	0.04287	0.863	0.908	0.113936	0.315	0.278
7834		0.04964	0.04675	0.06593	1.006	0.824	2.637549	0.662	0.213
7835						1.079	1.918404	0.635	0.281
7836						0.209	3.389582	0.448	0.21
7837		0.02344	0.01997	0.03138	0.945	1.506	-0.04023	0.634	0.187
7838						0.738	0.225228	0.068	1.0
7839		0.0189	0.02046	0.02798	1.06	1.447	-0.069888	0.13	0.76
7840		0.02265	0.02491	0.03134	1.027	0.638	0.027016	0.684	0.804
7841		0.01606	0.0147	0.02063	0.746	0.253	0.065777	0.432	0.331
7842		0.01106	0.01099	0.01372	0.439	0.862	-0.03377	0.002	0.02
7843		0.01536	0.01604	0.01776	0.133	0.887	-0.182649	0.0	0.0
7844		0.01785	0.00933	0.02777	0.106	0.114	0.032301	0.0	0.054
7845						0.0	-0.010571	0.024	0.159
7846						0.182	0.008222	0.01	0.493
7847		0.01729	0.01905	0.02576	1.239	0.0	-0.012333	0.0	0.148
7848						0.048	0.006167	0.0	0.0
7849		0.00829	0.0103	0.01048	0.226	0.029	0.019087	0.0	0.0
7850						0.304	0.153578	0.0	0.0
7851		0.04579	0.04542	0.04891	0.056	0.03	0.087507	0.189	0.017
7852						0.558	0.303632	0.12	0.107
7853		0.01904	0.01383	0.02323	0.025	1.604	-0.079579	0.854	1.0
7854		0.0174	0.01448	0.01814	0.066	1.237	0.278085	1.0	1.0
7855						0.185	-0.026722	0.1	0.052
7856		0.02764	0.02339	0.02763	0.044	0.397	-0.050801	0.072	0.105
7857		0.00609	0.00675	0.00807	0.157	0.471	-0.045515	0.0	0.001
7858		0.01372	0.01298	0.01352	0.066	0.0	-0.047571	0.236	0.175
7859		0.00977	0.01782	0.01818	0.103	0.085	-0.017913	0.0	0.002
7860		0.01708	0.01514	0.01726	0.114	0.234	-0.148292	0.095	0.06
7861						0.257	0.122451	0.077	0.102
7862		0.00693	0.00521	0.00753	0.028	0.091	-0.017913	0.074	0.098
7863		0.01314	0.0111	0.0124	0.073	0.0	-0.018206	0.03	0.07
7864		0.01219	0.01026	0.01294	0.274	0.0	-0.088975	0.0	0.012
7865						0.121	0.027016	0.0	0.009
7866						0.0	-0.023198	0.0	0.0
7867						0.175	0.359425	0.002	0.059
7868						1.574	1.920166	0.156	0.295
7869		0.07891	0.05338	0.08542	0.056	1.165	0.488924	0.866	0.936
7870		0.04315	0.0292	0.04421	0.088	1.067	0.358545	0.607	0.914
7871						2.23	0.939381	0.147	0.528
7872						0.757	1.550169	1.0	0.31
7873						0.178	0.110999	0.056	0.022
7874		0.01467	0.01367	0.01715	0.091	0.0	0.066365	0.0	0.002
7875		0.0186	0.00867	0.02287	0.014	0.0	0.037587	0.0	0.0
7876						0.704	0.185879	0.456	0.186
7877		0.03533	0.02589	0.0313	0.0	2.155	0.61255	1.0	0.787
7878						0.252	0.050214	0.14	0.267
7879						0.154	0.165911	0.05	0.159
7880		0.00922	0.00898	0.00606	0.25	0.412	0.068714	0.037	0.037
7881		0.00829	0.00571	0.00765	0.451	0.23	-0.034357	0.003	0.02
7882						0.0	-0.006167	0.015	0.032
7883						0.099	0.082222	0.0	0.0
7884						0.0	0.648669	0.053	0.042
7885						0.41	0.528861	0.166	0.122
7886		0.0245	0.02101	0.02078	0.098	0.337	0.128324	0.115	0.0
7887						0.0	1.627105	0.312	0.001
7888		0.01954	0.02044	0.01677	0.125	0.557	0.074587	0.448	0.023
7889						1.383	0.330648	0.0	0.0
7890						0.0	-0.023786	0.068	0.006
7891						0.0	0.418449	0.248	0.072
7892						0.0	0.154165	0.116	0.136
7893						0.086	0.028778	0.007	0.172
7894						1.786	0.716502	0.125	0.179
7895						0.65	0.133023	0.205	0.844
7896		0.02197	0.02016	0.02256	1.059	0.886	0.08692	0.0	0.112
7897						0.639	-0.127737	0.0	0.086
7898						0.242	0.072531	0.015	0.054
7899						0.614	0.251363	0.18	0.247
7900						0.583	0.426084	0.303	0.566
7901		0.02391	0.02125	0.02823	0.53	0.0	0.04346	0.457	0.435
7902		0.03716	0.02991	0.03842	0.644	0.007	-0.044047	0.621	0.345
7903		0.028	0.02406	0.02806	0.708	1.08	-0.031127	0.201	0.284
7904						0.055	0.016151	0.035	0.147
7905		0.01031	0.0068	0.01437	0.135	0.24	0.318902	0.079	0.063
7906		0.01198	0.01246	0.0138	0.165	0.048	1.016023	0.059	0.058
7907		0.00851	0.00975	0.01032	0.089	0.097	0.162681	0.175	0.0
7908		0.0147	0.01774	0.01781	0.157	0.178	0.10542	0.886	0.046
7909		0.01428	0.01875	0.01583	0.168	0.823	0.093087	0.861	0.007
7910						0.638	3.205171	0.769	0.003
7911						0.853	1.268267	0.387	0.0
7912						0.254	0.79843	0.27	0.0
7913						0.228	0.308331	0.375	0.098
7914		0.01728	0.0205	0.02249	0.572	0.642	0.044635	0.321	0.372
7915		0.01369	0.01347	0.01603	0.37	1.081	-0.023786	0.108	0.166
7916						0.17	3.226607	0.583	0.462
7917		0.04636	0.0493	0.0595	0.741	0.929	-0.009984	0.607	0.51
7918		0.01129	0.00958	0.0189	0.626	0.958	0.019087	0.307	1.0
7919						0.107	0.150348	0.083	0.57
7920		0.01677	0.0179	0.02494	0.31	0.11	-0.042579	0.644	0.888
7921		0.01213	0.01471	0.01642	0.337	0.553	-0.106007	0.122	0.495
7922						0.0	0.345624	0.038	0.04
7923		0.01601	0.01646	0.02403	0.352	0.746	0.137427	0.0	0.0
7924						0.171	0.180887	0.183	0.079
7925						0.0	0.445171	0.044	0.001
7926		0.02599	0.02906	0.03571	0.175	0.0	0.286013	0.103	0.061
7927		0.01485	0.01801	0.01654	0.115	0.0	0.250188	0.243	0.144
7928		0.00517	0.00484	0.00725	0.121	0.0	0.02173	0.247	0.054
7929	0.03668	0.03184	0.03262	0.04133	1.02	0.0	-0.022024	0.69	0.219
7930	0.04892	0.03524	0.03809	0.04499	1.299	1.59	-0.030833	0.776	0.761
7931						0.0	0.28249	0.071	0.149
7932	0.02522	0.03007	0.03202	0.03605	0.161	0.0	0.206141	0.273	0.343
7933	0.00655	0.01226	0.01376	0.01549	0.197	0.108	0.093087	0.0	0.04
7934						0.077	0.16826	0.0	0.0
7935	0.00604	0.01806	0.02005	0.02336	0.19	0.0	0.164443	0.0	0.0
7936						0.333	0.109237	0.027	0.192
7937						0.0	-0.139189	0.0	0.06
7938	0.00316	0.0133	0.01182	0.01718	0.176	0.064	0.146237	0.0	0.0
7939						0.125	0.261641	0.0	0.109
7940						0.357	0.194102	0.0	0.175
7941						0.195	0.551765	0.077	0.461
7942						0.837	0.865675	0.496	0.385
7943						0.837	2.288401	0.976	0.81
7944	0.04128	0.03764	0.06757	0.08921	0.732	0.598	-0.025254	0.705	0.361
7945	0.05642	0.05376	0.04779	0.04771	0.942	0.645	0.843064	0.644	0.212
7946						0.1	1.632684	0.876	0.671
7947	0.03137	0.03641	0.02582	0.03491	0.848	0.455	-0.094555	0.039	0.208
7948	0.01163	0.03415	0.02603	0.0347	0.454	0.178	0.016444	0.164	0.14
7949	0.01312	0.01882	0.01775	0.01626	0.31	0.352	-0.059317	0.01	0.094
7950						0.33	0.091325	0.0	0.082
7951						0.346	0.256942	0.035	0.026
7952	0.00231	0.01526	0.00961	0.01732	0.127	0.015	0.382036	0.086	0.061
7953	0.01174	0.01621	0.01583	0.02112	0.284	0.005	0.086626	0.361	0.05
7954						0.18	-0.004405	0.0	0.001
7955	0.00256	0.01738	0.01252	0.01875	0.178	0.108	0.207022	0.0	0.044
7956						0.969	1.542534	0.277	0.114
7957						0.946	0.659534	0.733	0.443
7958	0.01915	0.02011	0.01236	0.021	0.467	0.551	-0.04346	0.311	0.072
7959						0.677	1.395417	0.26	0.155
7960						0.202	0.686256	0.074	0.008
7961						0.0	0.90796	0.008	0.0
7962						0.002	1.361353	0.382	0.131
7963						0.0	0.755263	0.325	0.058
7964	0.06808	0.08267	0.05839	0.07403	0.488	0.138	0.685962	0.934	0.495
7965	0.03845	0.04543	0.03107	0.04188	0.908	0.286	0.077817	0.778	0.218
7966	0.04883	0.06159	0.03818	0.05275	1.142	0.869	0.08046	0.285	0.26
7967	0.0278	0.04727	0.02751	0.03939	0.26	0.389	0.194982	0.136	0.009
7968	0.01009	0.03059	0.01553	0.03311	0.155	0.069	0.126856	0.386	0.339
7969						0.533	0.954063	0.876	0.844
7970	0.03654	0.04922	0.03463	0.04931	1.426	0.272	0.06519	0.809	0.952
7971						0.12	0.915302	1.0	0.917
7972	0.00909	0.01889	0.01617	0.01889	0.295	0.791	-0.058142	0.008	0.021
7973	0.00047	0.01309	0.01298	0.0121	0.07	0.0	-0.076642	0.01	0.068
7974						0.0	0.076642	0.003	0.136
7975						0.0	0.120689	0.029	0.081
7976						0.154	-0.046396	0.01	0.035
7977						0.153	0.22699	0.111	0.086
7978	0.00227	0.01956	0.016	0.01999	0.102	0.049	-0.012627	0.002	0.05
7979	0.00045	0.01407	0.01378	0.01473	0.066	0.0	0.234919	0.113	0.187
7980						0.0	0.153578	0.032	0.147
7981	0.00928	0.01881	0.01959	0.02057	0.468	0.109	0.021436	0.078	0.073
7982						0.065	0.258117	0.192	1.0
7983	0.00409	0.01174	0.01324	0.0113	0.219	0.146	-0.090444	0.077	0.11
7984						0.009	-0.0555	0.006	0.043
7985	0.00023	0.01237	0.01166	0.01512	0.099	0.059	-0.083983	0.034	0.077
7986	0.00136	0.00708	0.00639	0.01005	0.137	0.037	-0.056968	0.002	0.04
7987						0.074	0.059611	0.0	0.017
7988						0.0	0.101309	0.0	0.014
7989	0.00091	0.01145	0.01262	0.01618	0.079	0.024	0.071944	0.154	0.174
7990	0.00845	0.0119	0.00839	0.01527	0.273	0.097	0.076936	0.085	0.135
7991						0.14	0.188816	0.56	0.756
7992						0.485	3.083894	0.679	1.0
7993	0.04259	0.046	0.04571	0.05853	1.088	1.739	0.073999	1.0	1.0
7994						0.467	1.82796	0.209	0.699
7995						0.228	0.257236	0.009	0.142
7996						0.058	0.047865	0.019	0.056
7997						0.0	0.188522	0.0	0.032
7998	0.00023	0.00992	0.00988	0.01326	0.053	0.02	-0.036119	0.0	0.04
7999						0.0	0.014682	0.001	0.01
8000						0.033	-0.049627	0.0	0.008
8001	0.00405	0.00529	0.00654	0.00826	0.098	0.0	-0.012627	0.0	0.029
8002						0.0	-0.046103	0.125	0.286
8003						0.654	0.023786	1.0	0.61
8004						0.087	0.522694	0.438	0.559
8005						0.295	0.38879	0.095	0.128
8006						0.0	0.059904	0.0	0.005
8007						0.191	-0.223466	0.0	0.008
8008						0.0	-0.066071	0.003	0.024
8009						0.027	0.111586	0.043	0.203
8010	0.00157	0.00751	0.00923	0.00954	0.096	0.0	-0.036412	0.0	0.021
8011						0.0	0.004992	0.003	0.097
8012		0.00607	0.0066	0.00881	0.076	0.085	-0.009397	0.018	0.301
8013						0.135	2.078736	0.036	0.043
8014						0.092	0.159157	0.0	0.0
8015						0.479	0.386735	0.002	0.015
8016		0.0508	0.05212	0.07111	1.506	0.709	0.550591	0.05	0.005
8017						0.152	0.57144	0.22	0.03
8018						0.249	0.633399	0.317	0.015
8019		0.03389	0.03562	0.04197	1.018	0.471	0.094848	0.908	0.196
8020		0.0333	0.03636	0.03874	1.155	0.604	-0.01204	0.559	0.07
8021						0.315	0.505662	0.198	0.139
8022						0.0	0.610201	0.13	0.126
8023						0.267	0.694185	0.159	0.206
8024						0.138	0.140364	0.018	0.028
8025		0.04267	0.03972	0.04799	0.579	0.37	0.241966	0.0	0.0
8026		0.03608	0.03038	0.04347	1.015	0.192	0.084864	0.815	0.007
8027						0.018	-0.016738	0.0	0.0
8028						0.039	0.047865	0.0	0.014
8029						0.3	-0.051682	0.014	0.028
8030		0.00537	0.00375	0.00574	0.037	0.193	0.10865	0.023	0.007
8031		0.00518	0.00527	0.00516	0.071	0.0	-0.002056	0.0	0.0
8032		0.01064	0.00951	0.01013	0.129	0.059	0.10219	0.005	0.051
8033		0.01009	0.01201	0.0079	0.19	0.302	0.063134	0.018	0.092
8034						0.612	2.70685	0.185	0.122
8035						1.515	0.056674	0.04	0.041
8036						0.415	0.499202	0.15	0.045
8037						0.167	0.714153	0.021	0.033
8038						0.58	0.588177	0.035	0.027
8039						0.026	-0.038468	0.009	0.027
8040		0.01142	0.00839	0.01089	0.14	0.0	-0.065484	0.0	0.0
8041						0.005	0.049333	0.0	0.0
8042						0.126	-0.039349	0.0	0.044
8043		0.02473	0.01761	0.02386	0.408	0.105	0.045809	0.012	0.07
8044						0.0	0.066071	0.059	0.113
8045						0.0	0.038468	0.153	0.164
8046		0.008	0.00932	0.00518	0.09	0.017	-0.03377	0.002	0.023
8047		0.01289	0.01138	0.01115	0.084	0.033	0.853342	0.005	0.03
8048						0.243	0.084864	0.001	0.004
8049						0.196	0.208197	0.023	0.15
8050						0.755	5.077766	0.434	0.903
8051		0.03973	0.03387	0.03509	0.992	0.761	0.005873	1.0	1.0
8052		0.03101	0.02029	0.03396	0.919	1.049	0.190871	1.0	0.39
8053						1.801	3.964252	0.991	0.858
8054		0.01303	0.00943	0.01298	0.622	3.174	-0.032595	0.017	0.032
8055		0.01121	0.01064	0.01072	0.125	0.078	0.079579	0.008	0.072
8056						0.178	0.033476	0.0	0.01
8057						0.0	1.211005	0.0	0.004
8058						0.054	-0.081634	0.031	0.015
8059						0.0	-0.022611	0.065	0.104
8060						0.372	0.042579	0.0	0.01
8061		0.01476	0.01089	0.01977	0.102	0.189	-0.16826	0.079	0.259
8062		0.00952	0.01163	0.00956	0.145	0.012	-0.073412	0.01	0.112
8063						0.0	0.026428	0.001	0.027
8064		0.01274	0.01018	0.01577	0.129	0.092	-0.138015	0.0	0.002
8065		0.00461	0.00425	0.00562	0.171	0.095	0.002936	0.0	0.01
8066		0.00715	0.0083	0.00788	0.182	0.0	-0.029365	0.0	0.002
8067		0.01241	0.01285	0.01351	0.073	0.0	0.098372	0.0	0.001
8068						0.07	-0.030833	0.014	0.085
8069						0.097	-0.162387	0.03	0.08
8070						0.08	0.081341	0.012	0.091
8071						0.051	-0.095142	0.006	0.065
8072		0.00398	0.00496	0.00596	0.066	0.044	0.009397	0.007	0.035
8073		0.00541	0.00723	0.00691	0.185	0.085	0.006167	0.001	0.039
8074		0.00841	0.01124	0.01187	0.089	0.243	0.123039	0.024	0.029
8075						0.251	0.50625	0.08	0.071
8076						0.272	0.413457	0.129	0.161
8077		0.02096	0.02216	0.02709	0.864	1.076	-0.062841	0.129	0.142
8078		0.05483	0.05882	0.07866	2.098	0.094	0.1803	0.096	0.052
8079		0.02518	0.02278	0.04078	0.523	0.357	0.864794	0.166	0.121
8080		0.0134	0.01185	0.01943	0.488	0.393	0.356783	0.26	0.262
8081		0.01452	0.01507	0.02477	0.595	0.782	-0.004992	0.17	0.097
8082						0.843	2.575589	0.024	0.052
8083						1.13	1.852921	0.228	0.146
8084						1.816	1.176061	0.35	0.451
8085		0.00771	0.00992	0.01081	0.237	0.248	1.512582	0.281	0.123
8086		0.02054	0.02118	0.0293	0.742	0.26	0.06842	0.445	0.247
8087		0.01956	0.021	0.02382	0.567	0.099	0.103658	0.551	0.418
8088		0.02517	0.02607	0.03089	0.669	0.284	0.101015	0.511	0.383
8089		0.01775	0.01448	0.02299	1.326	2.258	-0.023786	0.095	0.075
8090		0.04581	0.04476	0.05167	0.618	0.753	0.289244	0.12	0.166
8091						0.887	0.365592	0.108	0.189
8092		0.04956	0.03634	0.06312	0.76	2.045	0.399068	0.084	0.144
8093		0.0354	0.0294	0.04002	0.786	0.344	3.597779	0.837	1.0
8094		0.02347	0.01795	0.02485	0.539	0.387	0.074587	0.365	0.592
8095		0.03881	0.03225	0.043	0.966	0.201	0.088094	0.697	1.0
8096		0.01006	0.00675	0.01241	0.542	1.526	0.293061	0.016	0.673
8097		0.01949	0.01359	0.02167	0.189	0.328	0.096317	0.112	0.648
8098		0.0105	0.01676	0.0139	0.259	0.14		0.0	0.528
8099		0.01718	0.01482	0.01817	0.181	0.3	-0.070182	0.0	0.143
8100						0.256	0.404941	0.119	0.449
8101		0.02076	0.0192	0.02282	0.36	0.293	-0.062841	0.23	0.868
8102						0.344	0.349148	0.085	0.083
8103						0.026	0.188229	0.003	0.683
8104						0.055	0.118634	0.011	0.67
8105						0.165	0.130673	0.023	0.217
8106		0.02745	0.02008	0.03118	0.516	0.143	0.222879	0.079	0.58
8107		0.0286	0.02362	0.02783	0.555	0.249	-0.028484	0.135	0.762
8108		0.02431	0.01912	0.02502	0.428	0.71	0.090737	0.074	0.094
8109		0.03256	0.02624	0.03158	0.242	0.593	0.135372	0.047	0.174
8110						0.0	0.296878	0.228	0.048
8111						0.0	0.530329	0.02	0.083
8112		0.01797	0.015	0.01782	0.137	0.0	0.135959	0.026	0.079
8113		0.02881	0.02605	0.02784	0.145	0.094	0.181768	0.09	0.108
8114						0.104	2.171529	1.0	0.821
8115		0.01779	0.01564	0.01644	0.388	0.407	0.323894	1.0	0.0
8116		0.01826	0.01298	0.02132	0.399	0.14	0.152403	0.963	0.003
8117						0.169	-0.04669	0.0	0.0
8118		0.01299	0.01049	0.01428	0.086	0.057	0.06842	0.0	0.095
8119						0.0	0.737644	0.003	0.148
8120						0.132	0.592289	0.0	0.0
8121		0.02367	0.01657	0.02417	0.361	0.246	0.013801	0.248	1.0
8122		0.04128	0.02984	0.03979	0.911	0.523	0.039936	0.115	0.313
8123		0.0556	0.04207	0.05428	1.155	0.361	0.031127	0.289	0.477
8124						0.071	-0.410814	0.013	0.155
8125						0.02	0.393489	0.072	0.388
8126						0.0	-0.357664	0.0	0.0
8127		0.01569	0.01285	0.01619	0.101	0.201	0.096023	0.0	0.0
8128		0.01892	0.0199	0.01537	0.199	0.025	0.110118	0.038	0.103
8129		0.02925	0.02258	0.02913	0.55	0.177	-0.002056	0.218	0.519
8130		0.02877	0.02086	0.02783	0.537	2.087	0.020555	0.303	0.532
8131						0.91	2.79377	0.95	0.59
8132		0.03449	0.02719	0.03608	0.588	0.452	0.099547	1.0	0.91
8133		0.01996	0.01321	0.0233	0.655	1.369	0.104832	0.092	0.208
8134						0.401	2.139521	0.202	0.445
8135						0.853	0.256942	0.044	0.169
8136						0.109	0.110999	0.122	0.157
8137						0.956	-0.259879	0.112	0.265
8138						1.977	0.040523	0.003	0.237
8139		0.03984	0.03714	0.04193	0.543	0.3	0.149173	0.104	0.343
8140		0.05251	0.03385	0.06283	0.552	0.408	0.113055	0.271	0.276
8141						0.417	0.821628	0.223	0.404
8142						0.423	4.442017	0.558	0.425
8143		0.04627	0.03816	0.05209	1.354	1.355	-0.17707	0.78	0.774
8144						0.157	-0.086626	0.218	0.701
8145		0.01916	0.0171	0.02279	0.333	0.367	0.05873	0.029	0.092
8146		0.01087	0.01018	0.01231	0.078	0.0	0.020849	0.023	0.071
8147		0.01079	0.01178	0.01036	0.106	0.0	0.087214	0.001	0.017
8148		0.01024	0.00915	0.01062	0.099	0.051	-0.034357	0.0	0.0
8149						0.025	0.218474	0.0	0.0
8150						0.118	0.037	0.004	0.101
8151						0.024	-0.017619	0.0	0.073
8152		0.01163	0.00904	0.01644	0.089	0.046	0.09338	0.004	0.076
8153						0.34	0.458091	0.003	0.063
8154						0.545	0.488631	0.131	0.556
8155		0.04758	0.04803	0.05019	0.778	0.736	0.129793	0.226	1.0
8156						0.991	0.380862	0.003	0.193
8157		0.01179	0.01023	0.01434	0.086	0.056	-0.138015	0.018	0.042
8158						0.022	-0.024666	0.057	0.115
8159		0.00461	0.00874	0.00583	0.099	0.0	0.077229	0.0	0.036
8160		0.01242	0.01424	0.01426	0.076	0.211	0.106007	0.004	0.134
8161						0.194	0.048746	0.024	0.097
8162						0.375	-0.228458	0.009	0.1
8163						0.223	-0.179713	0.003	0.333
8164						0.585	-0.127443	0.133	0.659
8165		0.0104	0.00826	0.01317	0.46	1.17	0.336521	0.167	0.471
8166						0.462	0.574376	0.046	0.399
8167						0.318	0.164149	0.113	0.297
8168						0.032	-0.035531	0.013	0.124
8169		0.01562	0.0096	0.01875	0.073	0.072	-0.018206	0.0	0.023
8170		0.01036	0.01267	0.01121	0.202	0.097	-0.154459	0.002	0.085
8171						0.0	-0.189403	0.006	0.02
8172		0.0161	0.01227	0.01658	0.082	0.0	-0.021143	0.0	0.0
8173		0.00756	0.00926	0.01201	0.174	0.13	-0.128031	0.001	0.036
8174						0.043	-0.203498	0.003	0.046
8175		0.01135	0.01041	0.01243	0.089	0.136	-0.056674	0.079	0.327
8176						0.134	-0.068714	0.003	0.03
8177		0.02494	0.01438	0.03103	0.152	0.227	-0.001468	0.0	0.002
8178						0.595	1.07534	0.445	0.398
8179						1.289	1.542534	1.0	0.846
8180		0.05739	0.05182	0.0619	0.005	1.492	3.185496	1.0	1.0
8181		0.04182	0.03294	0.04303	0.002	1.158	0.106007	1.0	1.0
8182		0.04761	0.0381	0.04472	0.032	2.829	0.067833	0.032	0.007
8183						0.268	0.471012	0.0	0.003
8184						0.07	0.210839	0.001	0.0
8185						0.0	0.353259	0.0	0.0
8186						0.761	0.132435	0.016	0.012
8187						0.749	3.820951	0.268	0.231
8188						5.325	1.093546	0.016	0.006
8189						0.08	-0.413457	0.0	0.009
8190						0.04	0.406116	0.0	0.005
8191						0.037	-0.010278	0.0	0.0
8192						0.056	-0.320664	0.005	0.037
8193		0.00823	0.00718	0.00734	0.14	0.009	-0.108944	0.0	0.008
8194						0.305	0.185586	0.178	0.39
8195						0.388	-0.154165	0.012	0.407
8196		0.03995	0.02229	0.04031	0.105	0.433	0.567035	0.265	0.992
8197		0.01838	0.01361	0.01576	0.037	0.514	-0.062253	0.02	0.358
8198						0.149	-0.215244	0.086	0.714
8199		0.00958	0.00891	0.00762	0.058	0.634	-0.17061	0.022	0.412
8200						0.256	-0.034357	0.026	0.577
8201						0.109	0.188816	0.025	0.052
8202						0.126	0.387322	0.01	0.022
8203		0.00905	0.00735	0.00799	0.012	0.055	0.022905	0.006	0.033
8204						0.61	0.017325	0.03	0.036
8205		0.01417	0.00876	0.01255	0.295	0.411	0.191752	0.016	0.076
8206		0.05654	0.04147	0.0427	0.709	1.354	-0.176483	0.618	0.312
8207		0.06682	0.04591	0.0519	0.867	1.36	0.149467	0.527	0.245
8208		0.07523	0.04608	0.06252	1.011	1.547	0.860683	0.703	0.52
8209						1.883	4.09933	0.818	0.834
8210		0.04182	0.03352	0.03474	0.772	0.863	0.018793	0.867	0.559
8211		0.0156	0.01338	0.01409	0.336	0.087	-0.010865	0.284	0.285
8212		0.00952	0.01236	0.0076	0.235	1.036	0.069888	0.016	0.008
8213						0.119	-0.007929	0.079	0.14
8214		0.00827	0.00867	0.00866	0.129	0.011	0.031127	0.0	0.0
8215						0.072	0.051682	0.0	0.0
8216						0.099	0.189109	0.0	0.0
8217						0.119	-0.4161	0.0	0.0
8218						0.065	0.304807	0.0	0.0
8219						0.377	0.261934	0.0	0.0
8220						0.269	1.070054	0.077	0.0
8221						0.842	2.681302	0.607	0.043
8222						0.362	-0.069595	0.07	0.043
8223		0.0127	0.01533	0.01329	0.435	0.229	-0.052563	0.173	0.062
8224		0.01073	0.01152	0.01142	0.251	0.397	-0.150054	0.008	0.001
8225						0.099	0.570265	0.001	0.0
8226						0.293	0.210839	0.0	0.0
8227						0.153	0.020849	0.009	0.0
8228		0.01213	0.01406	0.01481	0.152	0.14	-0.063722	0.0	0.0
8229						1.1	0.753795	0.0	0.0
8230						0.769	1.867897	0.191	0.051
8231		0.0052	0.00562	0.00555	0.122	0.465	0.316259	0.325	0.233
8232		0.02667	0.03031	0.04043	0.857	0.743	0.268395	0.353	0.152
8233		0.01879	0.02144	0.02448	0.568	2.832	0.910016	0.226	0.049
8234						0.627	1.602145	0.133	0.089
8235						0.379	1.027475	0.243	0.191
8236						0.36	0.275148	0.088	0.419
8237						0.225	0.484813	0.018	0.099
8238		0.01296	0.01562	0.02006	0.17	0.229	0.335934	0.159	0.058
8239		0.02236	0.03292	0.03673	0.633	0.495	-0.125388	0.09	0.045
8240		0.0281	0.03796	0.04347	0.503	0.259	0.384092	0.381	0.092
8241		0.02405	0.02449	0.03123	0.637	2.072	-0.141245	0.326	0.122
8242						1.385	1.002222	0.307	0.202
8243		0.03466	0.03112	0.04802	0.588	0.37	1.624756	0.619	0.428
8244		0.02814	0.02691	0.03632	0.527	0.224	0.145943	0.779	0.903
8245		0.0314	0.03053	0.03567	0.588	2.759	-0.036119	0.558	0.867
8246						0.411	2.443741	0.233	0.912
8247		0.03646	0.03469	0.04154	0.609	0.989	0.442234	0.164	0.337
8248						0.237	1.462368	0.172	0.321
8249						0.064	-0.016151	0.09	0.538
8250		0.01333	0.01372	0.0139	0.05	0.183	0.044341	0.038	0.275
8251		0.01531	0.01371	0.01796	0.057	0.0	0.67451	0.414	0.506
8252		0.01166	0.009	0.01312	0.026	0.023	0.022024	0.452	0.288
8253						0.266	0.936738	0.47	0.623
8254		0.01738	0.01792	0.01827	0.028	0.118	0.041698	0.398	0.549
8255						0.377	4.467565	0.847	0.0
8256		0.01501	0.01012	0.02013	0.038	0.23	-0.083102	0.69	0.064
8257		0.01773	0.01803	0.01937	0.087	0.108	0.022024	0.716	0.184
8258						0.293	1.544296	0.358	0.0
8259						0.14	0.903849	0.535	0.081
8260						1.069	0.434306	0.886	0.25
8261		0.019	0.01549	0.02157	0.053	0.448	0.056087	0.37	0.184
8262		0.02807	0.02504	0.03213	0.061	0.197	1.329639	0.533	0.081
8263						0.371	0.564686	0.124	0.008
8264						0.202	-0.359719	0.072	0.0
8265						0.279	-0.122451	0.0	0.0
8266		0.01788	0.01347	0.02278	0.099	0.317	-0.076642	0.002	0.0
8267						0.253	0.288363	0.586	0.132
8268		0.00727	0.00655	0.00805	0.096	0.068	0.045809	0.064	0.0
8269						0.004	0.039055	0.031	0.018
8270	0.00214	0.00762	0.00579	0.00828	0.105	0.165	-0.037293	0.028	0.0
8271						0.263	0.216419	0.0	0.0
8272						0.013	0.204673	0.001	0.006
8273						0.336	0.704169	0.012	0.0
8274						1.393	1.536368	0.019	0.0
8275						1.419	6.049448	1.0	0.08
8276	0.04496	0.05651	0.04361	0.05395	0.749	0.825	0.39202	1.0	0.637
8277	0.02704	0.02603	0.01582	0.02531	0.394	2.621	0.262815	0.544	0.336
8278						1.455	7.640434	0.928	0.202
8279	0.00578	0.01232	0.00847	0.01088	0.158	1.972	0.005579	0.09	0.066
8280	0.00438	0.01821	0.01496	0.0161	0.166	1.202	-0.193808	0.008	0.003
8281	0.001	0.01222	0.01107	0.01021	0.104	0.034	0.098079	0.002	0.031
8282						0.094	0.170316	0.133	0.208
8283	0.0041	0.00995	0.00924	0.01072	0.103	0.18	0.055793	0.004	0.282
8284						0.233	0.530622	0.124	0.23
8285	0.02168	0.01937	0.01576	0.01849	0.413	2.169	0.184411	0.378	0.227
8286						1.124	3.375193	0.273	0.146
8287						0.141	0.286894	0.063	0.066
8288	0.01008	0.02329	0.01949	0.02116	0.174	0.093	0.185879	0.361	0.08
8289						0.139	0.177951	0.088	0.19
8290	0.01977	0.03658	0.02025	0.04353	0.385	0.104	0.51594	0.339	0.244
8291	0.01885	0.01231	0.01201	0.01094	0.39	0.391	0.004992	0.066	0.063
8292	0.03612	0.03656	0.02953	0.03317	0.295	0.102	0.241966	0.073	0.011
