		AC	GU
27951	28050	0.0011566666666666667	0.0006884615384615383
28001	28100	0.0011002272727272727	0.0006966071428571429
28051	28150	0.0010753191489361702	0.0006232075471698113
28101	28200	0.0010091111111111112	0.0006898181818181817
28151	28250	0.0008597297297297298	0.0009342857142857142
28201	28300	0.0014532000000000004	0.0008812
28251	28350	0.0018525	0.0010085
28301	28400	0.001667894736842105	0.001257441860465116
28351	28450	0.001610862068965517	0.0010935714285714288
28401	28500	0.001395	0.0008935714285714286
28451	28550	0.0010929032258064513	0.0009742105263157894
28501	28600	0.0010338888888888889	0.0009897826086956523
28551	28650	0.0015159574468085106	0.0009562264150943399
28601	28700	0.0015388679245283018	0.0009800000000000002
28651	28750	0.0011032758620689656	0.0012438095238095238
28701	28800	0.0011409836065573772	0.0011633333333333333
28751	28850	0.0012669491525423727	0.0009326829268292682
28801	28900	0.0012698181818181819	0.0011213333333333333
28851	28950	0.0013722727272727274	0.0012094642857142857
28901	29000	0.0014014583333333333	0.0011134615384615384
28951	29050	0.001205344827586207	0.0008790476190476189
29001	29100	0.0013898333333333334	0.0009277500000000001
29051	29150	0.001344285714285714	0.0009943243243243243
29101	29200	0.001160655737704918	0.0009166666666666668
29151	29250	0.00127	0.0010095555555555556
29201	29300	0.0012957142857142855	0.0009776470588235295
29251	29350	0.0011116981132075472	0.0008327659574468086
29301	29400	0.0009404545454545453	0.0008655882352941176
29351	29450	0.0009945714285714284	0.0009773333333333333
29401	29500	0.0010863793103448275	0.0008697619047619048
29451	29550	0.001223448275862069	0.000844047619047619
29501	29600	0.001411111111111111	0.0008810869565217389
29551	29650	0.0014308333333333332	0.0008190384615384615
29601	29700	0.0011494117647058825	0.0008669387755102042
29651	29750	0.0011345283018867926	0.0009282978723404256
29701	29800	0.0012821568627450985	0.0011179591836734692
29751	29850	0.002418695652173913	0.0012507407407407408
