		∆DMS	∆DMS-paired	∆DMS-unpaired	PCC	AUROC
27841	27920	0.08389025439998726	0.0787941928539851	0.08924111902328952	0.6973054268026573	0.9404762
27921	28000	0.1126205733763608	0.03328779434969395	0.1705945272804635	0.4566947479825488	0.9979757
28001	28080	0.18660023065151898	0.06876813503509273	0.28582725853903584	0.14817253326834529	0.95394737
28081	28160	0.08398658549499212	0.1168961099283223	0.05706061095863102	0.5286778891370205	0.8170426
28161	28240	0.09137726244992986	0.07002624287366682	0.15848046683247086	0.8338203189915344	0.987013
28241	28320	0.12731075794754587	0.07151227117205079	0.20170874031487265	0.224026083137265	0.86738354
28321	28400	0.10707925557844458	0.020125756485998746	0.1759174423599642	0.3717836832946339	0.85064936
28401	28480	0.20264747125437335	0.15529131604796095	0.21796858029174207	0.4631604402031817	0.85828876
28481	28560	0.13216374567680905	0.07088943346761634	0.17593111154051816	0.40841231654419785	0.89464283
28561	28640	0.14391147690244527	0.1425756107322858	0.14471299660454096	0.3219583367084936	0.85479796
28641	28720	0.1611716754982749	0.08398625292827282	0.199764386783276	0.3055598407430646	0.96444446
28721	28800	0.22171138328101106	0.09803181856981179	0.2502528212912879	0.20425094134736943	0.96581197
28801	28880	0.18879826324914656	0.08907677217607675	0.2975853444197681	0.36563823490063085	0.9596154
28881	28960	0.10212183613394124	0.05535915530597862	0.15511954107229892	0.5545608866829373	0.95686275
28961	29040	0.06724095306057444	0.02644141759587673	0.08122936521989936	0.7888112897225383	0.94823235
29041	29120	0.09154873523706611	0.023844244782003976	0.1411986949041117	0.5521270966935895	0.9530303
29121	29200	0.1647040618364755	0.08711227718135549	0.19437150891049204	0.2040582762529688	0.79791665
29201	29280	0.20345443377766348	0.0869790090034601	0.3137995730374351	0.18938501221564139	0.9590643
29281	29360	0.13641729902293484	0.06403216406381403	0.17260986650249524	0.30371016455959754	0.9042969
29361	29440	0.11579171910624726	0.09449552274531875	0.129571610869201	0.5486851921211505	0.9197861
29441	29520	0.14369869584135103	0.126813050527469	0.15408986218835535	0.36642554285328965	0.94471157
29521	29600	0.050672806153406795	0.048119759888124065	0.05322585241868952	0.7985491214036183	0.98140496
29601	29680	0.12058437170220707	0.04883420365181299	0.1564594557274041	0.0812482772952485	0.8376471
29681	29760	0.2327281019059711	0.2623790073035491	0.20846827021704362	-0.1498620602706832	0.93434346
29761	29840	0.15752160068429302	0.11817709817871225	0.18112830218764145	0.3270251305048234	0.7
