		Lan-Vero
9675	9754	True
9676	9755	True
9677	9756	True
9678	9757	True
9679	9758	True
9680	9759	True
9681	9760	True
9682	9761	True
9683	9762	True
9684	9763	True
9685	9764	True
9686	9765	True
9687	9766	True
9688	9767	True
9689	9768	True
9690	9769	True
9691	9770	True
9692	9771	True
9693	9772	True
9694	9773	True
9695	9774	True
9696	9775	True
9697	9776	True
9698	9777	True
9699	9778	True
9700	9779	True
9701	9780	True
9702	9781	True
9703	9782	True
9704	9783	True
9705	9784	True
9706	9785	True
9707	9786	True
9708	9787	True
9709	9788	True
9710	9789	True
9711	9790	True
9712	9791	True
9713	9792	True
9714	9793	True
9715	9794	True
9716	9795	False
9717	9796	False
9718	9797	False
9719	9798	False
9720	9799	False
9721	9800	False
9722	9801	False
9723	9802	False
9724	9803	False
9725	9804	False
9726	9805	False
9727	9806	False
9728	9807	False
9729	9808	False
9730	9809	False
9731	9810	False
9732	9811	False
9733	9812	False
9734	9813	False
9735	9814	False
9736	9815	False
9737	9816	False
9738	9817	False
9739	9818	False
9740	9819	False
9741	9820	True
9742	9821	False
9743	9822	False
9744	9823	False
9745	9824	False
9746	9825	False
9747	9826	False
9748	9827	False
9749	9828	False
9750	9829	False
9751	9830	True
9752	9831	True
9753	9832	True
9754	9833	True
9755	9834	True
9756	9835	True
9757	9836	True
9758	9837	True
9759	9838	True
9760	9839	True
9761	9840	True
9762	9841	True
9763	9842	True
9764	9843	True
9765	9844	True
9766	9845	True
9767	9846	True
9768	9847	True
9769	9848	True
9770	9849	True
9771	9850	True
9772	9851	True
9773	9852	True
9774	9853	True
9775	9854	True
9776	9855	True
9777	9856	True
9778	9857	True
9779	9858	True
9780	9859	False
9781	9860	False
9782	9861	False
9783	9862	False
9784	9863	False
9785	9864	False
9786	9865	False
9787	9866	False
9788	9867	False
9789	9868	False
9790	9869	False
9791	9870	False
9792	9871	False
9793	9872	False
9794	9873	False
9795	9874	False
9796	9875	False
9797	9876	False
9798	9877	False
9799	9878	False
9800	9879	False
9801	9880	False
9802	9881	False
9803	9882	False
9804	9883	False
9805	9884	False
9806	9885	False
9807	9886	False
9808	9887	False
9809	9888	False
9810	9889	False
9811	9890	False
9812	9891	False
9813	9892	False
9814	9893	False
9815	9894	False
9816	9895	False
9817	9896	False
9818	9897	False
9819	9898	False
9820	9899	False
9821	9900	False
9822	9901	False
9823	9902	False
9824	9903	False
9825	9904	False
9826	9905	False
9827	9906	False
9828	9907	False
9829	9908	False
9830	9909	False
9831	9910	False
9832	9911	False
9833	9912	False
9834	9913	False
9835	9914	False
9836	9915	False
9837	9916	False
9838	9917	False
9839	9918	False
9840	9919	False
9841	9920	False
9842	9921	False
9843	9922	False
9844	9923	False
9845	9924	False
9846	9925	False
9847	9926	False
9848	9927	False
9849	9928	False
9850	9929	False
9851	9930	False
9852	9931	False
9853	9932	False
9854	9933	False
9855	9934	False
9856	9935	False
9857	9936	False
9858	9937	False
9859	9938	False
9860	9939	False
9861	9940	False
9862	9941	False
9863	9942	False
9864	9943	False
9865	9944	False
9866	9945	False
9867	9946	False
9868	9947	False
9869	9948	False
9870	9949	False
9871	9950	False
9872	9951	False
9873	9952	False
9874	9953	False
9875	9954	False
9876	9955	False
9877	9956	False
9878	9957	False
9879	9958	False
9880	9959	False
9881	9960	False
9882	9961	False
9883	9962	False
9884	9963	False
9885	9964	False
9886	9965	False
9887	9966	False
9888	9967	False
9889	9968	False
9890	9969	False
9891	9970	False
9892	9971	False
9893	9972	False
9894	9973	False
9895	9974	False
9896	9975	False
9897	9976	False
9898	9977	False
9899	9978	False
9900	9979	False
9901	9980	False
9902	9981	False
9903	9982	False
9904	9983	False
9905	9984	False
9906	9985	False
9907	9986	False
9908	9987	False
9909	9988	False
9910	9989	False
9911	9990	False
9912	9991	False
9913	9992	False
9914	9993	False
9915	9994	False
9916	9995	False
9917	9996	False
9918	9997	False
9919	9998	False
9920	9999	False
9921	10000	False
9922	10001	False
9923	10002	False
9924	10003	False
9925	10004	False
9926	10005	False
9927	10006	False
9928	10007	False
9929	10008	False
9930	10009	False
9931	10010	False
9932	10011	False
9933	10012	False
9934	10013	False
9935	10014	False
9936	10015	False
9937	10016	False
9938	10017	False
9939	10018	False
9940	10019	False
9941	10020	False
9942	10021	False
9943	10022	False
9944	10023	False
9945	10024	False
9946	10025	False
9947	10026	True
9948	10027	True
9949	10028	True
9950	10029	True
9951	10030	True
9952	10031	True
9953	10032	True
9954	10033	True
9955	10034	True
9956	10035	True
9957	10036	True
9958	10037	True
9959	10038	True
9960	10039	True
9961	10040	True
9962	10041	True
9963	10042	True
9964	10043	True
9965	10044	True
9966	10045	True
9967	10046	True
9968	10047	True
9969	10048	True
9970	10049	True
9971	10050	True
9972	10051	True
9973	10052	True
9974	10053	True
9975	10054	True
9976	10055	True
9977	10056	True
9978	10057	True
9979	10058	True
9980	10059	True
9981	10060	True
9982	10061	True
9983	10062	True
9984	10063	True
9985	10064	True
9986	10065	True
9987	10066	True
9988	10067	True
9989	10068	True
9990	10069	True
9991	10070	True
9992	10071	True
9993	10072	True
9994	10073	True
9995	10074	True
9996	10075	True
9997	10076	True
9998	10077	True
9999	10078	True
10000	10079	True
10001	10080	True
10002	10081	True
10003	10082	True
10004	10083	True
10005	10084	True
10006	10085	True
10007	10086	True
10008	10087	True
10009	10088	True
10010	10089	True
10011	10090	True
10012	10091	True
10013	10092	True
10014	10093	True
10015	10094	True
10016	10095	True
10017	10096	True
10018	10097	True
10019	10098	True
10020	10099	True
10021	10100	True
10022	10101	True
10023	10102	True
10024	10103	True
10025	10104	True
10026	10105	True
10027	10106	True
10028	10107	True
10029	10108	True
10030	10109	True
10031	10110	False
10032	10111	False
10033	10112	False
10034	10113	False
10035	10114	False
10036	10115	False
10037	10116	False
10038	10117	False
10039	10118	False
10040	10119	False
10041	10120	False
10042	10121	False
10043	10122	False
10044	10123	False
10045	10124	False
10046	10125	False
10047	10126	False
10048	10127	False
10049	10128	False
10050	10129	False
10051	10130	False
10052	10131	False
10053	10132	False
10054	10133	False
10055	10134	False
10056	10135	False
10057	10136	False
10058	10137	False
10059	10138	False
10060	10139	False
10061	10140	False
10062	10141	False
10063	10142	False
10064	10143	False
10065	10144	False
10066	10145	False
10067	10146	False
10068	10147	False
10069	10148	False
10070	10149	False
10071	10150	False
10072	10151	False
10073	10152	False
10074	10153	False
10075	10154	False
10076	10155	False
10077	10156	False
10078	10157	False
10079	10158	False
10080	10159	False
10081	10160	False
10082	10161	False
10083	10162	False
10084	10163	False
10085	10164	False
10086	10165	False
10087	10166	False
10088	10167	False
10089	10168	False
10090	10169	False
10091	10170	False
10092	10171	False
10093	10172	False
10094	10173	False
10095	10174	False
10096	10175	False
10097	10176	False
10098	10177	False
10099	10178	False
10100	10179	False
10101	10180	False
10102	10181	True
10103	10182	True
10104	10183	True
10105	10184	True
10106	10185	True
10107	10186	True
10108	10187	True
10109	10188	True
10110	10189	True
10111	10190	True
10112	10191	True
10113	10192	True
10114	10193	True
10115	10194	True
10116	10195	True
10117	10196	True
10118	10197	True
10119	10198	True
10120	10199	True
10121	10200	True
10122	10201	True
10123	10202	True
10124	10203	True
10125	10204	True
10126	10205	True
10127	10206	True
10128	10207	True
10129	10208	True
10130	10209	True
10131	10210	True
10132	10211	True
10133	10212	True
10134	10213	True
10135	10214	True
10136	10215	True
10137	10216	True
10138	10217	True
10139	10218	True
10140	10219	True
10141	10220	True
10142	10221	True
10143	10222	True
10144	10223	True
10145	10224	True
10146	10225	True
10147	10226	True
10148	10227	True
10149	10228	True
10150	10229	True
10151	10230	True
10152	10231	True
10153	10232	True
10154	10233	True
10155	10234	True
10156	10235	True
10157	10236	True
10158	10237	True
10159	10238	True
10160	10239	False
10161	10240	False
10162	10241	False
10163	10242	False
10164	10243	False
10165	10244	True
10166	10245	False
10167	10246	False
10168	10247	False
10169	10248	False
10170	10249	False
10171	10250	False
10172	10251	False
10173	10252	False
10174	10253	False
10175	10254	False
10176	10255	False
10177	10256	False
10178	10257	False
10179	10258	False
10180	10259	False
10181	10260	False
10182	10261	False
10183	10262	False
10184	10263	False
10185	10264	False
10186	10265	False
10187	10266	False
10188	10267	False
10189	10268	False
10190	10269	False
10191	10270	False
10192	10271	True
10193	10272	True
10194	10273	True
10195	10274	False
10196	10275	False
10197	10276	False
10198	10277	False
10199	10278	False
10200	10279	False
10201	10280	False
10202	10281	False
10203	10282	False
10204	10283	False
10205	10284	False
10206	10285	False
10207	10286	False
10208	10287	False
10209	10288	False
10210	10289	False
10211	10290	False
10212	10291	False
10213	10292	False
10214	10293	False
10215	10294	False
10216	10295	False
10217	10296	False
10218	10297	False
10219	10298	False
10220	10299	False
10221	10300	False
10222	10301	False
10223	10302	False
10224	10303	True
10225	10304	True
10226	10305	True
10227	10306	True
10228	10307	True
10229	10308	True
10230	10309	True
10231	10310	True
10232	10311	True
10233	10312	True
10234	10313	False
10235	10314	False
10236	10315	True
10237	10316	True
10238	10317	True
10239	10318	True
10240	10319	True
10241	10320	True
10242	10321	False
10243	10322	False
10244	10323	False
10245	10324	False
10246	10325	False
10247	10326	False
10248	10327	False
10249	10328	False
10250	10329	True
10251	10330	True
10252	10331	True
10253	10332	True
10254	10333	True
10255	10334	True
10256	10335	True
10257	10336	True
10258	10337	True
10259	10338	True
10260	10339	True
10261	10340	True
10262	10341	True
10263	10342	True
10264	10343	True
10265	10344	True
10266	10345	True
10267	10346	True
10268	10347	True
10269	10348	True
10270	10349	True
10271	10350	True
10272	10351	True
10273	10352	True
10274	10353	True
10275	10354	True
10276	10355	True
10277	10356	True
10278	10357	True
10279	10358	True
10280	10359	True
10281	10360	True
10282	10361	True
10283	10362	True
10284	10363	True
10285	10364	True
10286	10365	True
10287	10366	True
10288	10367	True
10289	10368	True
10290	10369	True
10291	10370	True
10292	10371	True
10293	10372	True
10294	10373	True
10295	10374	True
10296	10375	True
10297	10376	True
10298	10377	True
10299	10378	True
10300	10379	True
10301	10380	True
10302	10381	True
10303	10382	True
10304	10383	True
10305	10384	True
10306	10385	True
10307	10386	True
10308	10387	True
10309	10388	True
10310	10389	True
10311	10390	True
10312	10391	True
10313	10392	True
10314	10393	True
10315	10394	True
10316	10395	True
10317	10396	True
10318	10397	True
10319	10398	True
10320	10399	True
10321	10400	True
10322	10401	True
10323	10402	True
10324	10403	True
10325	10404	True
10326	10405	True
10327	10406	True
10328	10407	True
10329	10408	True
10330	10409	True
10331	10410	True
10332	10411	True
10333	10412	True
10334	10413	False
10335	10414	False
10336	10415	False
10337	10416	False
10338	10417	False
10339	10418	False
10340	10419	False
10341	10420	False
10342	10421	False
10343	10422	False
10344	10423	False
10345	10424	False
10346	10425	False
10347	10426	False
10348	10427	False
10349	10428	False
10350	10429	False
10351	10430	False
10352	10431	False
10353	10432	False
10354	10433	False
10355	10434	False
10356	10435	False
10357	10436	False
10358	10437	False
10359	10438	False
10360	10439	False
10361	10440	False
10362	10441	False
10363	10442	False
10364	10443	False
10365	10444	False
10366	10445	False
10367	10446	False
10368	10447	False
10369	10448	False
10370	10449	False
10371	10450	False
10372	10451	False
10373	10452	False
10374	10453	False
10375	10454	False
10376	10455	False
10377	10456	False
10378	10457	False
10379	10458	False
10380	10459	False
10381	10460	False
10382	10461	False
10383	10462	False
10384	10463	False
10385	10464	False
10386	10465	False
10387	10466	False
10388	10467	False
10389	10468	False
10390	10469	False
10391	10470	False
10392	10471	False
10393	10472	False
10394	10473	False
10395	10474	False
10396	10475	False
10397	10476	False
10398	10477	False
10399	10478	False
10400	10479	False
10401	10480	False
10402	10481	False
10403	10482	False
10404	10483	False
10405	10484	False
10406	10485	True
10407	10486	True
10408	10487	True
10409	10488	True
10410	10489	True
10411	10490	True
10412	10491	True
10413	10492	True
10414	10493	True
10415	10494	True
10416	10495	True
10417	10496	True
10418	10497	True
10419	10498	True
10420	10499	True
10421	10500	True
10422	10501	True
10423	10502	True
10424	10503	True
10425	10504	True
10426	10505	True
10427	10506	True
10428	10507	True
10429	10508	True
10430	10509	True
10431	10510	True
10432	10511	True
10433	10512	True
10434	10513	True
10435	10514	True
10436	10515	True
10437	10516	True
10438	10517	True
10439	10518	True
10440	10519	True
10441	10520	True
10442	10521	True
10443	10522	True
10444	10523	True
10445	10524	True
10446	10525	True
10447	10526	True
10448	10527	True
10449	10528	True
10450	10529	True
10451	10530	True
10452	10531	True
10453	10532	True
10454	10533	True
10455	10534	True
10456	10535	True
10457	10536	True
10458	10537	True
10459	10538	True
10460	10539	True
10461	10540	True
10462	10541	True
10463	10542	True
10464	10543	True
10465	10544	True
10466	10545	True
10467	10546	True
10468	10547	True
10469	10548	True
10470	10549	True
10471	10550	True
10472	10551	True
10473	10552	True
10474	10553	True
10475	10554	True
10476	10555	True
10477	10556	True
10478	10557	True
10479	10558	True
10480	10559	True
10481	10560	True
10482	10561	True
10483	10562	True
10484	10563	True
10485	10564	True
10486	10565	True
10487	10566	True
10488	10567	True
10489	10568	True
10490	10569	True
10491	10570	True
10492	10571	True
10493	10572	True
10494	10573	True
10495	10574	True
10496	10575	True
10497	10576	True
10498	10577	True
10499	10578	True
10500	10579	True
10501	10580	True
10502	10581	True
10503	10582	True
10504	10583	True
10505	10584	True
10506	10585	True
10507	10586	True
10508	10587	True
10509	10588	True
10510	10589	True
10511	10590	True
10512	10591	True
10513	10592	True
10514	10593	True
10515	10594	True
10516	10595	True
10517	10596	True
10518	10597	True
10519	10598	True
10520	10599	True
10521	10600	True
10522	10601	True
10523	10602	True
10524	10603	True
10525	10604	True
10526	10605	True
10527	10606	True
10528	10607	True
10529	10608	True
10530	10609	True
10531	10610	True
10532	10611	True
10533	10612	True
10534	10613	True
10535	10614	True
10536	10615	True
10537	10616	True
10538	10617	True
10539	10618	True
10540	10619	True
10541	10620	True
10542	10621	True
10543	10622	True
10544	10623	True
10545	10624	True
10546	10625	False
10547	10626	False
10548	10627	False
10549	10628	False
10550	10629	False
10551	10630	False
10552	10631	False
10553	10632	True
10554	10633	True
10555	10634	True
10556	10635	True
10557	10636	True
10558	10637	True
10559	10638	True
10560	10639	True
10561	10640	True
10562	10641	True
10563	10642	True
10564	10643	True
10565	10644	True
10566	10645	True
10567	10646	True
10568	10647	True
10569	10648	True
10570	10649	True
10571	10650	True
10572	10651	True
10573	10652	True
10574	10653	True
10575	10654	True
10576	10655	True
10577	10656	True
10578	10657	True
10579	10658	True
10580	10659	True
10581	10660	True
10582	10661	True
10583	10662	True
10584	10663	True
10585	10664	True
10586	10665	True
10587	10666	True
10588	10667	True
10589	10668	True
10590	10669	True
10591	10670	True
10592	10671	True
10593	10672	True
10594	10673	False
10595	10674	False
10596	10675	False
10597	10676	False
10598	10677	False
10599	10678	False
10600	10679	False
10601	10680	False
10602	10681	False
10603	10682	False
10604	10683	False
10605	10684	False
10606	10685	False
10607	10686	False
10608	10687	False
10609	10688	False
10610	10689	False
10611	10690	False
10612	10691	False
10613	10692	False
10614	10693	False
10615	10694	False
10616	10695	False
10617	10696	False
10618	10697	False
10619	10698	False
10620	10699	False
10621	10700	False
10622	10701	False
10623	10702	False
10624	10703	False
10625	10704	False
10626	10705	False
10627	10706	False
10628	10707	False
10629	10708	False
10630	10709	False
10631	10710	False
10632	10711	False
10633	10712	False
10634	10713	False
10635	10714	False
10636	10715	False
10637	10716	False
10638	10717	False
10639	10718	False
10640	10719	False
10641	10720	False
10642	10721	False
10643	10722	False
10644	10723	False
10645	10724	False
10646	10725	False
10647	10726	False
10648	10727	False
10649	10728	False
10650	10729	False
10651	10730	False
10652	10731	False
10653	10732	False
10654	10733	False
10655	10734	False
10656	10735	False
10657	10736	False
10658	10737	False
10659	10738	False
10660	10739	False
10661	10740	False
10662	10741	False
10663	10742	False
10664	10743	False
10665	10744	False
10666	10745	False
10667	10746	False
10668	10747	False
10669	10748	False
10670	10749	False
10671	10750	False
10672	10751	False
10673	10752	False
10674	10753	False
10675	10754	False
10676	10755	False
10677	10756	False
10678	10757	False
10679	10758	False
10680	10759	False
10681	10760	False
10682	10761	False
10683	10762	False
10684	10763	False
10685	10764	False
10686	10765	False
10687	10766	False
10688	10767	False
10689	10768	False
10690	10769	False
10691	10770	False
10692	10771	False
10693	10772	False
10694	10773	False
10695	10774	False
10696	10775	False
10697	10776	False
10698	10777	False
10699	10778	False
10700	10779	False
10701	10780	False
10702	10781	True
10703	10782	True
10704	10783	True
10705	10784	True
10706	10785	True
10707	10786	True
10708	10787	True
10709	10788	True
10710	10789	True
10711	10790	True
10712	10791	True
10713	10792	True
10714	10793	True
10715	10794	True
10716	10795	True
10717	10796	True
10718	10797	True
10719	10798	True
10720	10799	True
10721	10800	True
10722	10801	True
10723	10802	True
10724	10803	True
10725	10804	True
10726	10805	True
10727	10806	True
10728	10807	True
10729	10808	True
10730	10809	True
10731	10810	True
10732	10811	True
10733	10812	True
10734	10813	True
10735	10814	True
10736	10815	True
10737	10816	True
10738	10817	True
10739	10818	True
10740	10819	True
10741	10820	True
10742	10821	True
10743	10822	True
10744	10823	True
10745	10824	True
10746	10825	True
10747	10826	True
10748	10827	True
10749	10828	False
10750	10829	False
10751	10830	False
10752	10831	False
10753	10832	False
10754	10833	False
10755	10834	False
10756	10835	False
10757	10836	False
10758	10837	False
10759	10838	False
10760	10839	False
10761	10840	False
10762	10841	False
10763	10842	False
10764	10843	False
10765	10844	False
10766	10845	False
10767	10846	False
10768	10847	False
10769	10848	False
10770	10849	False
10771	10850	False
10772	10851	False
10773	10852	False
10774	10853	False
10775	10854	False
10776	10855	False
10777	10856	False
10778	10857	False
10779	10858	False
10780	10859	False
10781	10860	False
10782	10861	False
10783	10862	False
10784	10863	False
10785	10864	False
10786	10865	False
10787	10866	False
10788	10867	False
10789	10868	False
10790	10869	False
10791	10870	False
10792	10871	False
10793	10872	False
10794	10873	False
10795	10874	False
10796	10875	False
10797	10876	False
10798	10877	False
10799	10878	False
10800	10879	False
10801	10880	False
10802	10881	False
10803	10882	False
10804	10883	False
10805	10884	False
10806	10885	False
10807	10886	False
10808	10887	False
10809	10888	False
10810	10889	False
10811	10890	False
10812	10891	False
10813	10892	False
10814	10893	False
10815	10894	False
10816	10895	False
10817	10896	False
10818	10897	False
10819	10898	False
10820	10899	False
10821	10900	False
10822	10901	False
10823	10902	False
10824	10903	False
10825	10904	False
10826	10905	False
10827	10906	False
10828	10907	False
10829	10908	False
10830	10909	False
10831	10910	False
10832	10911	False
10833	10912	False
10834	10913	False
10835	10914	False
10836	10915	False
10837	10916	False
10838	10917	False
10839	10918	False
10840	10919	False
10841	10920	False
10842	10921	False
10843	10922	False
10844	10923	False
10845	10924	False
10846	10925	False
10847	10926	False
10848	10927	False
10849	10928	False
10850	10929	False
10851	10930	False
10852	10931	False
10853	10932	False
10854	10933	False
10855	10934	False
10856	10935	False
10857	10936	False
10858	10937	False
10859	10938	False
10860	10939	False
10861	10940	False
10862	10941	False
10863	10942	False
10864	10943	False
10865	10944	False
10866	10945	False
10867	10946	False
10868	10947	False
10869	10948	False
10870	10949	False
10871	10950	False
10872	10951	False
10873	10952	False
10874	10953	False
10875	10954	False
10876	10955	False
10877	10956	False
10878	10957	False
10879	10958	False
10880	10959	False
10881	10960	False
10882	10961	False
10883	10962	False
10884	10963	False
10885	10964	False
10886	10965	False
10887	10966	False
10888	10967	False
10889	10968	False
10890	10969	False
10891	10970	False
10892	10971	False
10893	10972	False
10894	10973	False
10895	10974	False
10896	10975	False
10897	10976	False
10898	10977	False
10899	10978	False
10900	10979	False
10901	10980	False
10902	10981	False
10903	10982	False
10904	10983	False
10905	10984	False
10906	10985	False
10907	10986	False
10908	10987	False
10909	10988	False
10910	10989	False
10911	10990	False
10912	10991	False
10913	10992	False
10914	10993	False
10915	10994	False
10916	10995	False
10917	10996	False
10918	10997	False
10919	10998	False
10920	10999	False
10921	11000	False
10922	11001	False
10923	11002	False
10924	11003	False
10925	11004	False
10926	11005	False
10927	11006	False
10928	11007	False
10929	11008	False
10930	11009	False
10931	11010	False
10932	11011	False
10933	11012	False
10934	11013	False
10935	11014	False
10936	11015	False
10937	11016	False
10938	11017	False
10939	11018	False
10940	11019	False
10941	11020	False
10942	11021	False
10943	11022	False
10944	11023	False
10945	11024	False
10946	11025	False
10947	11026	False
10948	11027	False
10949	11028	False
10950	11029	False
10951	11030	False
10952	11031	False
10953	11032	False
10954	11033	False
10955	11034	False
10956	11035	False
10957	11036	False
10958	11037	False
10959	11038	False
10960	11039	False
10961	11040	False
10962	11041	False
10963	11042	False
10964	11043	False
10965	11044	False
10966	11045	False
10967	11046	False
10968	11047	False
10969	11048	False
10970	11049	False
10971	11050	False
10972	11051	False
10973	11052	False
10974	11053	False
10975	11054	False
10976	11055	False
10977	11056	False
10978	11057	False
10979	11058	False
10980	11059	False
10981	11060	False
10982	11061	True
10983	11062	True
10984	11063	True
10985	11064	True
10986	11065	True
10987	11066	True
10988	11067	True
10989	11068	True
10990	11069	True
10991	11070	True
10992	11071	True
10993	11072	True
10994	11073	True
10995	11074	True
10996	11075	True
10997	11076	True
10998	11077	True
10999	11078	True
11000	11079	True
11001	11080	True
11002	11081	True
11003	11082	True
11004	11083	True
11005	11084	True
11006	11085	True
11007	11086	True
11008	11087	True
11009	11088	True
11010	11089	True
11011	11090	False
11012	11091	True
11013	11092	True
11014	11093	True
11015	11094	True
11016	11095	True
11017	11096	True
11018	11097	True
11019	11098	True
11020	11099	True
11021	11100	True
11022	11101	True
11023	11102	True
11024	11103	True
11025	11104	True
11026	11105	True
11027	11106	True
11028	11107	True
11029	11108	True
11030	11109	True
11031	11110	True
11032	11111	True
11033	11112	True
11034	11113	True
11035	11114	True
11036	11115	True
11037	11116	True
11038	11117	True
11039	11118	True
11040	11119	True
11041	11120	True
11042	11121	True
11043	11122	True
11044	11123	True
11045	11124	True
11046	11125	True
11047	11126	True
11048	11127	True
11049	11128	True
11050	11129	True
11051	11130	True
11052	11131	True
11053	11132	True
11054	11133	True
11055	11134	True
11056	11135	True
11057	11136	True
11058	11137	True
11059	11138	True
11060	11139	True
11061	11140	True
11062	11141	True
11063	11142	True
11064	11143	True
11065	11144	True
11066	11145	True
11067	11146	True
11068	11147	True
11069	11148	True
11070	11149	True
11071	11150	True
11072	11151	True
11073	11152	True
11074	11153	True
11075	11154	True
11076	11155	True
11077	11156	True
11078	11157	True
11079	11158	True
11080	11159	True
11081	11160	True
11082	11161	True
11083	11162	True
11084	11163	True
11085	11164	True
11086	11165	True
11087	11166	True
11088	11167	True
11089	11168	True
11090	11169	True
11091	11170	True
11092	11171	True
11093	11172	True
11094	11173	True
11095	11174	True
11096	11175	True
11097	11176	True
11098	11177	True
11099	11178	True
11100	11179	True
11101	11180	True
11102	11181	True
11103	11182	True
11104	11183	True
11105	11184	True
11106	11185	True
11107	11186	True
11108	11187	True
11109	11188	True
11110	11189	True
11111	11190	True
11112	11191	True
11113	11192	True
11114	11193	True
11115	11194	True
11116	11195	True
11117	11196	True
11118	11197	True
11119	11198	True
11120	11199	True
11121	11200	True
11122	11201	True
11123	11202	True
11124	11203	True
11125	11204	True
11126	11205	True
11127	11206	True
11128	11207	True
11129	11208	True
11130	11209	True
11131	11210	True
11132	11211	True
11133	11212	True
11134	11213	True
11135	11214	True
11136	11215	True
11137	11216	True
11138	11217	True
11139	11218	True
11140	11219	True
11141	11220	True
11142	11221	True
11143	11222	True
11144	11223	True
11145	11224	True
11146	11225	True
11147	11226	True
11148	11227	True
11149	11228	True
11150	11229	True
11151	11230	True
11152	11231	True
11153	11232	True
11154	11233	True
11155	11234	True
11156	11235	True
11157	11236	True
11158	11237	True
11159	11238	True
11160	11239	True
11161	11240	True
11162	11241	True
11163	11242	True
11164	11243	False
11165	11244	False
11166	11245	False
11167	11246	True
11168	11247	True
11169	11248	True
11170	11249	True
11171	11250	True
11172	11251	True
11173	11252	True
11174	11253	True
11175	11254	True
11176	11255	True
11177	11256	True
11178	11257	True
11179	11258	True
11180	11259	True
11181	11260	True
11182	11261	True
11183	11262	True
11184	11263	True
11185	11264	True
11186	11265	True
11187	11266	True
11188	11267	True
11189	11268	True
11190	11269	True
11191	11270	True
11192	11271	True
11193	11272	True
11194	11273	True
11195	11274	True
11196	11275	True
11197	11276	True
11198	11277	True
11199	11278	True
11200	11279	True
11201	11280	True
11202	11281	True
11203	11282	True
11204	11283	True
11205	11284	True
11206	11285	True
11207	11286	True
11208	11287	True
11209	11288	True
11210	11289	True
11211	11290	True
11212	11291	True
11213	11292	True
11214	11293	True
11215	11294	True
11216	11295	True
11217	11296	False
11218	11297	True
11219	11298	True
11220	11299	True
11221	11300	True
11222	11301	True
11223	11302	False
11224	11303	False
11225	11304	False
11226	11305	False
11227	11306	False
11228	11307	False
11229	11308	False
11230	11309	False
11231	11310	False
11232	11311	False
11233	11312	False
11234	11313	False
11235	11314	False
11236	11315	False
11237	11316	False
11238	11317	False
11239	11318	False
11240	11319	False
11241	11320	False
11242	11321	False
11243	11322	False
11244	11323	False
11245	11324	False
11246	11325	False
11247	11326	False
11248	11327	False
11249	11328	False
11250	11329	False
11251	11330	False
11252	11331	False
11253	11332	False
11254	11333	False
11255	11334	False
11256	11335	False
11257	11336	False
11258	11337	False
11259	11338	False
11260	11339	False
11261	11340	False
11262	11341	False
11263	11342	False
11264	11343	False
11265	11344	False
11266	11345	False
11267	11346	False
11268	11347	False
11269	11348	False
11270	11349	False
11271	11350	False
11272	11351	False
11273	11352	False
11274	11353	False
11275	11354	False
11276	11355	False
11277	11356	False
11278	11357	False
11279	11358	False
11280	11359	False
11281	11360	False
11282	11361	False
11283	11362	False
11284	11363	False
11285	11364	False
11286	11365	False
11287	11366	False
11288	11367	False
11289	11368	False
11290	11369	False
11291	11370	False
11292	11371	False
11293	11372	False
11294	11373	False
11295	11374	False
11296	11375	False
11297	11376	False
11298	11377	False
11299	11378	False
11300	11379	False
11301	11380	True
11302	11381	False
11303	11382	True
11304	11383	True
11305	11384	True
11306	11385	True
11307	11386	True
11308	11387	True
11309	11388	True
11310	11389	True
11311	11390	True
11312	11391	True
11313	11392	True
11314	11393	True
11315	11394	True
11316	11395	True
11317	11396	True
11318	11397	True
11319	11398	True
11320	11399	True
11321	11400	True
11322	11401	True
11323	11402	True
11324	11403	True
11325	11404	True
11326	11405	True
11327	11406	True
11328	11407	True
11329	11408	True
11330	11409	True
11331	11410	True
11332	11411	True
11333	11412	True
11334	11413	False
11335	11414	False
11336	11415	False
11337	11416	True
11338	11417	True
11339	11418	True
11340	11419	True
11341	11420	True
11342	11421	True
11343	11422	True
11344	11423	True
11345	11424	True
11346	11425	True
11347	11426	True
11348	11427	True
11349	11428	True
11350	11429	True
11351	11430	True
11352	11431	True
11353	11432	True
11354	11433	True
11355	11434	True
11356	11435	True
11357	11436	True
11358	11437	True
11359	11438	True
11360	11439	True
11361	11440	True
11362	11441	True
11363	11442	True
11364	11443	True
11365	11444	True
11366	11445	True
11367	11446	True
11368	11447	True
11369	11448	True
11370	11449	True
11371	11450	True
11372	11451	True
11373	11452	True
11374	11453	False
11375	11454	False
11376	11455	True
11377	11456	True
11378	11457	True
11379	11458	True
11380	11459	False
11381	11460	False
11382	11461	False
11383	11462	False
11384	11463	False
11385	11464	False
11386	11465	False
11387	11466	False
11388	11467	False
11389	11468	False
11390	11469	True
11391	11470	True
11392	11471	False
11393	11472	False
11394	11473	False
11395	11474	True
11396	11475	True
11397	11476	True
11398	11477	True
11399	11478	True
11400	11479	True
11401	11480	True
11402	11481	True
11403	11482	True
11404	11483	True
11405	11484	True
11406	11485	True
11407	11486	True
11408	11487	True
11409	11488	True
11410	11489	True
11411	11490	True
11412	11491	True
11413	11492	True
11414	11493	True
11415	11494	True
11416	11495	True
11417	11496	True
11418	11497	True
11419	11498	True
11420	11499	True
11421	11500	True
11422	11501	True
